date,pm25,pm10,o3,no2,so2
2017-06-11,35.0,12.0,29.0,13.0,
2017-06-12,28.0,10.0,28.0,9.0,
2017-06-13,22.0,22.0,27.0,17.0,
2017-06-14,31.0,40.0,25.0,27.0,
2017-06-15,47.0,33.0,26.0,27.0,
2017-06-16,40.0,30.0,33.0,23.0,
2017-06-17,40.0,18.0,30.0,16.0,
2017-06-18,31.0,17.0,26.0,12.0,
2017-06-19,24.0,14.0,23.0,9.0,
2017-06-20,20.0,9.0,22.0,7.0,
2017-06-21,17.0,14.0,22.0,9.0,
2017-06-22,19.0,13.0,20.0,6.0,
2017-06-23,18.0,18.0,25.0,15.0,
2017-06-24,41.0,13.0,29.0,3.0,
2017-06-25,27.0,14.0,27.0,9.0,
2017-06-26,25.0,9.0,23.0,6.0,
2017-06-27,19.0,12.0,27.0,7.0,
2017-06-28,22.0,25.0,31.0,13.0,1.0
2017-06-29,27.0,26.0,26.0,7.0,1.0
2017-06-30,30.0,21.0,21.0,6.0,1.0
2017-07-01,23.0,16.0,31.0,8.0,1.0
2017-07-02,24.0,18.0,26.0,10.0,
2017-07-03,31.0,15.0,22.0,11.0,
2017-07-04,22.0,11.0,20.0,7.0,
2017-07-05,18.0,12.0,21.0,7.0,
2017-07-06,18.0,14.0,24.0,8.0,
2017-07-07,19.0,19.0,29.0,13.0,
2017-07-08,28.0,23.0,26.0,15.0,
2017-07-09,36.0,25.0,32.0,16.0,
2017-07-10,36.0,26.0,21.0,15.0,
2017-07-11,39.0,17.0,30.0,10.0,
2017-07-12,34.0,12.0,25.0,9.0,
2017-07-13,26.0,8.0,23.0,6.0,
2017-07-14,16.0,14.0,23.0,12.0,
2017-07-15,23.0,18.0,28.0,9.0,
2017-07-16,26.0,14.0,25.0,9.0,
2017-07-17,26.0,11.0,20.0,6.0,
2017-07-18,19.0,10.0,16.0,7.0,
2017-07-19,26.0,13.0,17.0,9.0,
2017-07-20,20.0,18.0,20.0,10.0,
2017-07-21,22.0,18.0,18.0,13.0,
2017-07-22,27.0,19.0,23.0,10.0,
2017-07-23,26.0,30.0,14.0,18.0,
2017-07-24,36.0,38.0,12.0,15.0,
2017-07-25,44.0,25.0,19.0,18.0,
2017-07-26,37.0,34.0,21.0,14.0,
2017-07-27,37.0,24.0,31.0,10.0,
2017-07-28,34.0,18.0,25.0,12.0,
2017-07-29,37.0,14.0,31.0,5.0,
2017-07-30,27.0,17.0,31.0,8.0,
2017-07-31,32.0,16.0,33.0,7.0,
2017-08-01,28.0,14.0,28.0,11.0,
2017-08-02,30.0,15.0,32.0,6.0,
2017-08-03,30.0,13.0,28.0,13.0,
2017-08-04,27.0,15.0,29.0,6.0,
2017-08-05,22.0,9.0,22.0,3.0,
2017-08-06,20.0,12.0,20.0,8.0,
2017-08-07,24.0,20.0,30.0,13.0,
2017-08-08,31.0,33.0,24.0,18.0,
2017-08-09,37.0,24.0,42.0,9.0,1.0
2017-08-10,40.0,19.0,34.0,15.0,1.0
2017-08-11,33.0,28.0,33.0,17.0,
2017-08-12,43.0,12.0,30.0,5.0,4.0
2017-08-13,25.0,13.0,22.0,8.0,1.0
2017-08-14,21.0,16.0,25.0,13.0,1.0
2017-08-15,26.0,25.0,15.0,12.0,
2017-08-16,35.0,37.0,30.0,18.0,
2017-08-17,46.0,29.0,31.0,15.0,
2017-08-18,48.0,23.0,31.0,12.0,
2017-08-19,38.0,13.0,29.0,7.0,
2017-08-20,26.0,18.0,21.0,12.0,
2017-08-21,28.0,25.0,27.0,19.0,
2017-08-22,35.0,22.0,16.0,15.0,
2017-08-23,28.0,16.0,19.0,10.0,
2017-08-24,20.0,20.0,12.0,14.0,
2017-08-25,24.0,8.0,23.0,6.0,
2017-08-26,16.0,9.0,20.0,10.0,
2017-08-27,14.0,14.0,15.0,11.0,1.0
2017-08-28,21.0,21.0,30.0,15.0,
2017-08-29,24.0,20.0,35.0,12.0,
2017-08-30,37.0,35.0,32.0,15.0,
2017-08-31,53.0,15.0,34.0,9.0,
2017-09-01,32.0,20.0,12.0,11.0,
2017-09-02,26.0,13.0,20.0,5.0,
2017-09-03,21.0,13.0,23.0,5.0,1.0
2017-09-04,22.0,14.0,18.0,6.0,1.0
2017-09-05,19.0,15.0,13.0,7.0,2.0
2017-09-06,17.0,,,,
2017-09-10,,14.0,24.0,11.0,
2017-09-11,26.0,12.0,26.0,8.0,
2017-09-12,25.0,20.0,25.0,13.0,
2017-09-13,31.0,12.0,21.0,13.0,
2017-09-14,23.0,14.0,16.0,12.0,
2017-09-15,22.0,7.0,19.0,7.0,
2017-09-16,19.0,14.0,11.0,10.0,
2017-09-17,20.0,22.0,11.0,12.0,
2017-09-18,24.0,15.0,8.0,12.0,
2017-09-19,20.0,19.0,8.0,12.0,
2017-09-20,25.0,20.0,20.0,10.0,
2017-09-21,29.0,16.0,8.0,7.0,
2017-09-22,25.0,23.0,15.0,8.0,
2017-09-23,32.0,23.0,22.0,10.0,1.0
2017-09-24,37.0,29.0,20.0,13.0,
2017-09-25,50.0,26.0,15.0,11.0,
2017-09-26,41.0,33.0,15.0,12.0,
2017-09-27,51.0,27.0,16.0,14.0,
2017-09-28,38.0,34.0,10.0,17.0,
2017-09-29,40.0,28.0,20.0,11.0,
2017-09-30,40.0,21.0,24.0,8.0,
2017-10-01,36.0,20.0,22.0,5.0,
2017-10-02,35.0,14.0,21.0,5.0,
2017-10-03,34.0,10.0,26.0,7.0,
2017-10-04,18.0,9.0,26.0,12.0,
2017-10-05,16.0,18.0,12.0,18.0,
2017-10-06,22.0,10.0,18.0,10.0,
2017-10-07,17.0,7.0,24.0,7.0,
2017-10-08,17.0,9.0,17.0,11.0,
2017-10-09,20.0,6.0,18.0,10.0,
2017-10-10,13.0,8.0,16.0,12.0,
2017-10-11,17.0,16.0,18.0,13.0,
2017-10-12,23.0,10.0,15.0,11.0,
2017-10-13,25.0,8.0,13.0,9.0,
2017-10-14,19.0,8.0,18.0,7.0,
2017-10-15,18.0,11.0,22.0,7.0,
2017-10-16,27.0,11.0,22.0,11.0,
2017-10-17,19.0,10.0,24.0,9.0,
2017-10-18,18.0,11.0,18.0,15.0,
2017-10-19,19.0,23.0,12.0,20.0,
2017-10-20,26.0,20.0,10.0,16.0,
2017-10-21,30.0,15.0,15.0,14.0,
2017-10-22,28.0,22.0,16.0,15.0,1.0
2017-10-23,26.0,23.0,10.0,18.0,1.0
2017-10-24,32.0,12.0,22.0,5.0,
2017-10-25,22.0,9.0,20.0,14.0,
2017-10-26,27.0,15.0,13.0,19.0,
2017-10-27,39.0,8.0,17.0,7.0,
2017-10-28,22.0,4.0,10.0,8.0,
2017-10-29,17.0,13.0,18.0,9.0,
2017-10-30,24.0,21.0,24.0,16.0,
2017-10-31,21.0,33.0,18.0,22.0,
2017-11-01,29.0,25.0,23.0,19.0,1.0
2017-11-02,26.0,20.0,23.0,18.0,1.0
2017-11-03,27.0,7.0,30.0,4.0,1.0
2017-11-04,19.0,19.0,19.0,5.0,1.0
2017-11-05,52.0,18.0,20.0,8.0,1.0
2017-11-06,50.0,10.0,18.0,13.0,1.0
2017-11-07,20.0,14.0,21.0,10.0,1.0
2017-11-08,25.0,15.0,17.0,6.0,1.0
2017-11-09,39.0,10.0,22.0,9.0,
2017-11-10,24.0,8.0,24.0,6.0,
2017-11-11,21.0,4.0,23.0,6.0,1.0
2017-11-12,16.0,12.0,13.0,10.0,
2017-11-13,20.0,16.0,14.0,13.0,
2017-11-14,21.0,10.0,20.0,14.0,
2017-11-15,18.0,11.0,23.0,12.0,
2017-11-16,19.0,10.0,26.0,9.0,
2017-11-17,18.0,9.0,28.0,7.0,1.0
2017-11-18,20.0,10.0,22.0,4.0,
2017-11-19,33.0,9.0,14.0,15.0,
2017-11-20,33.0,10.0,13.0,17.0,
2017-11-21,31.0,10.0,12.0,15.0,1.0
2017-11-22,30.0,8.0,19.0,5.0,
2017-11-23,22.0,15.0,13.0,9.0,
2017-11-24,45.0,9.0,22.0,12.0,
2017-11-25,23.0,6.0,23.0,12.0,
2017-11-26,18.0,9.0,23.0,6.0,
2017-11-27,25.0,10.0,20.0,6.0,
2017-11-28,27.0,11.0,23.0,7.0,
2017-11-29,33.0,9.0,11.0,9.0,
2017-11-30,29.0,11.0,4.0,13.0,
2017-12-01,26.0,8.0,22.0,7.0,
2017-12-02,26.0,5.0,25.0,5.0,1.0
2017-12-03,14.0,14.0,23.0,16.0,
2017-12-04,19.0,13.0,22.0,19.0,
2017-12-05,19.0,5.0,22.0,14.0,
2017-12-06,19.0,8.0,20.0,17.0,
2017-12-07,20.0,8.0,21.0,7.0,
2017-12-08,19.0,10.0,26.0,4.0,
2017-12-09,24.0,12.0,24.0,5.0,
2017-12-10,30.0,17.0,21.0,8.0,
2017-12-11,28.0,8.0,21.0,8.0,
2017-12-12,26.0,6.0,22.0,8.0,
2017-12-13,21.0,11.0,23.0,6.0,
2017-12-14,30.0,9.0,20.0,9.0,
2017-12-15,30.0,10.0,21.0,7.0,
2017-12-16,33.0,9.0,16.0,11.0,
2017-12-17,23.0,7.0,20.0,8.0,1.0
2017-12-18,16.0,8.0,17.0,16.0,
2017-12-19,22.0,7.0,22.0,9.0,1.0
2017-12-20,16.0,8.0,23.0,12.0,
2017-12-21,18.0,9.0,25.0,14.0,
2017-12-22,19.0,7.0,29.0,8.0,
2017-12-23,15.0,7.0,31.0,4.0,
2017-12-24,17.0,6.0,22.0,5.0,
2017-12-25,17.0,5.0,24.0,8.0,
2017-12-26,18.0,7.0,23.0,8.0,1.0
2017-12-27,20.0,17.0,21.0,9.0,
2017-12-28,41.0,16.0,15.0,8.0,1.0
2017-12-29,51.0,6.0,24.0,7.0,1.0
2017-12-30,20.0,,,,
2017-12-31,,11.0,17.0,5.0,
2018-01-01,31.0,8.0,28.0,8.0,1.0
2018-01-02,21.0,14.0,22.0,8.0,1.0
2018-01-03,33.0,11.0,14.0,8.0,1.0
2018-01-04,24.0,9.0,18.0,7.0,
2018-01-05,27.0,7.0,22.0,5.0,
2018-01-06,20.0,8.0,28.0,5.0,
2018-01-07,17.0,21.0,29.0,10.0,
2018-01-08,23.0,12.0,21.0,14.0,
2018-01-09,26.0,13.0,15.0,16.0,
2018-01-10,30.0,12.0,25.0,18.0,
2018-01-11,28.0,16.0,23.0,9.0,1.0
2018-01-12,30.0,18.0,23.0,11.0,
2018-01-13,25.0,14.0,24.0,4.0,
2018-01-14,27.0,17.0,22.0,5.0,
2018-01-15,32.0,21.0,24.0,4.0,
2018-01-16,39.0,22.0,21.0,6.0,
2018-01-17,40.0,12.0,16.0,12.0,
2018-01-18,37.0,20.0,4.0,24.0,
2018-01-19,52.0,27.0,6.0,15.0,
2018-01-20,65.0,12.0,13.0,11.0,
2018-01-21,38.0,12.0,11.0,15.0,
2018-01-22,37.0,15.0,23.0,17.0,2.0
2018-01-23,41.0,17.0,26.0,7.0,
2018-01-24,53.0,9.0,14.0,6.0,
2018-01-25,24.0,,,,
2018-02-01,,13.0,14.0,17.0,
2018-02-02,29.0,21.0,19.0,12.0,
2018-02-03,43.0,25.0,24.0,11.0,
2018-02-04,33.0,16.0,26.0,16.0,
2018-02-05,24.0,14.0,26.0,18.0,1.0
2018-02-06,33.0,13.0,22.0,20.0,
2018-02-07,38.0,13.0,25.0,13.0,
2018-02-08,37.0,18.0,25.0,9.0,
2018-02-09,52.0,25.0,22.0,12.0,1.0
2018-02-10,60.0,22.0,19.0,11.0,1.0
2018-02-11,55.0,18.0,25.0,6.0,
2018-02-12,53.0,20.0,23.0,9.0,
2018-02-13,60.0,25.0,23.0,14.0,
2018-02-14,59.0,23.0,30.0,13.0,1.0
2018-02-15,57.0,29.0,28.0,13.0,
2018-02-16,70.0,30.0,24.0,17.0,1.0
2018-02-17,70.0,33.0,22.0,18.0,
2018-02-18,69.0,45.0,24.0,22.0,
2018-02-19,61.0,27.0,23.0,25.0,
2018-02-20,37.0,28.0,17.0,29.0,
2018-02-21,41.0,41.0,15.0,33.0,
2018-02-22,48.0,45.0,22.0,35.0,
2018-02-23,49.0,23.0,25.0,15.0,
2018-02-24,32.0,14.0,30.0,14.0,
2018-02-25,31.0,14.0,28.0,14.0,
2018-02-26,25.0,21.0,25.0,12.0,
2018-02-27,38.0,31.0,18.0,17.0,
2018-02-28,42.0,35.0,20.0,24.0,
2018-03-01,41.0,28.0,23.0,26.0,
2018-03-02,42.0,32.0,21.0,23.0,1.0
2018-03-03,41.0,38.0,28.0,24.0,
2018-03-04,49.0,19.0,22.0,17.0,
2018-03-05,35.0,16.0,25.0,12.0,
2018-03-06,29.0,20.0,22.0,13.0,1.0
2018-03-07,31.0,20.0,29.0,17.0,1.0
2018-03-08,47.0,20.0,28.0,14.0,
2018-03-09,54.0,22.0,29.0,15.0,
2018-03-10,56.0,26.0,22.0,10.0,
2018-03-11,58.0,19.0,30.0,14.0,
2018-03-12,47.0,13.0,25.0,14.0,
2018-03-13,40.0,13.0,31.0,13.0,
2018-03-14,31.0,37.0,28.0,15.0,
2018-03-15,28.0,35.0,27.0,17.0,
2018-03-16,28.0,20.0,32.0,11.0,
2018-03-17,24.0,12.0,35.0,5.0,
2018-03-18,21.0,8.0,35.0,9.0,
2018-03-19,17.0,14.0,31.0,14.0,
2018-03-20,29.0,30.0,31.0,12.0,1.0
2018-03-21,34.0,8.0,36.0,9.0,
2018-03-22,22.0,12.0,34.0,15.0,
2018-03-23,25.0,10.0,33.0,6.0,
2018-03-24,29.0,9.0,26.0,4.0,
2018-03-25,27.0,38.0,31.0,13.0,
2018-03-26,32.0,34.0,31.0,17.0,
2018-03-27,26.0,20.0,31.0,15.0,
2018-03-28,26.0,9.0,29.0,17.0,
2018-03-29,24.0,14.0,39.0,13.0,
2018-03-30,23.0,15.0,42.0,6.0,1.0
2018-03-31,29.0,11.0,40.0,8.0,
2018-04-01,36.0,6.0,40.0,3.0,
2018-04-02,27.0,7.0,45.0,3.0,
2018-04-03,31.0,9.0,40.0,8.0,
2018-04-04,30.0,16.0,27.0,14.0,
2018-04-05,50.0,11.0,32.0,9.0,
2018-04-06,27.0,19.0,35.0,6.0,
2018-04-07,23.0,29.0,30.0,12.0,
2018-04-08,36.0,48.0,36.0,16.0,
2018-04-09,57.0,38.0,37.0,16.0,
2018-04-10,31.0,30.0,32.0,14.0,1.0
2018-04-11,33.0,54.0,28.0,31.0,1.0
2018-04-12,42.0,55.0,38.0,27.0,
2018-04-13,44.0,35.0,41.0,16.0,1.0
2018-04-14,47.0,43.0,37.0,21.0,
2018-04-15,69.0,29.0,39.0,23.0,
2018-04-16,55.0,26.0,29.0,12.0,
2018-04-17,36.0,38.0,36.0,16.0,
2018-04-18,49.0,31.0,42.0,15.0,
2018-04-19,38.0,31.0,31.0,12.0,
2018-04-20,34.0,19.0,38.0,6.0,
2018-04-21,29.0,11.0,33.0,8.0,
2018-04-22,26.0,19.0,32.0,11.0,
2018-04-23,29.0,18.0,32.0,10.0,
2018-04-24,31.0,14.0,29.0,12.0,
2018-04-25,26.0,21.0,32.0,11.0,
2018-04-26,26.0,17.0,27.0,11.0,2.0
2018-04-27,30.0,16.0,31.0,7.0,1.0
2018-04-28,28.0,13.0,26.0,14.0,
2018-04-29,33.0,26.0,30.0,21.0,
2018-04-30,35.0,19.0,30.0,13.0,
2018-05-01,35.0,14.0,26.0,13.0,1.0
2018-05-02,30.0,20.0,29.0,14.0,1.0
2018-05-03,32.0,15.0,32.0,9.0,
2018-05-04,27.0,16.0,31.0,8.0,
2018-05-05,23.0,22.0,36.0,9.0,
2018-05-06,34.0,31.0,30.0,16.0,
2018-05-07,40.0,29.0,33.0,15.0,
2018-05-08,34.0,33.0,35.0,19.0,
2018-05-09,36.0,23.0,39.0,8.0,1.0
2018-05-10,37.0,36.0,38.0,15.0,1.0
2018-05-11,43.0,40.0,44.0,19.0,
2018-05-12,46.0,51.0,45.0,27.0,1.0
2018-05-13,44.0,71.0,40.0,37.0,
2018-05-14,62.0,64.0,43.0,41.0,1.0
2018-05-15,60.0,46.0,44.0,24.0,1.0
2018-05-16,55.0,30.0,44.0,25.0,
2018-05-17,38.0,39.0,31.0,15.0,
2018-05-18,39.0,32.0,,14.0,
2018-05-19,28.0,28.0,35.0,10.0,
2018-05-20,29.0,27.0,36.0,13.0,
2018-05-21,33.0,43.0,39.0,25.0,1.0
2018-05-22,45.0,45.0,37.0,19.0,
2018-05-23,48.0,37.0,30.0,14.0,
2018-05-24,40.0,49.0,30.0,22.0,
2018-05-25,39.0,41.0,29.0,19.0,
2018-05-26,42.0,30.0,35.0,11.0,
2018-05-27,38.0,39.0,34.0,14.0,
2018-05-28,36.0,43.0,40.0,18.0,1.0
2018-05-29,42.0,33.0,38.0,16.0,
2018-05-30,35.0,27.0,33.0,10.0,
2018-05-31,26.0,23.0,34.0,8.0,1.0
2018-06-01,26.0,21.0,43.0,7.0,
2018-06-02,34.0,22.0,37.0,6.0,
2018-06-03,30.0,26.0,34.0,9.0,
2018-06-04,30.0,29.0,26.0,8.0,
2018-06-05,31.0,22.0,23.0,12.0,
2018-06-06,32.0,21.0,28.0,7.0,2.0
2018-06-07,28.0,17.0,30.0,12.0,
2018-06-08,24.0,16.0,31.0,10.0,
2018-06-09,23.0,14.0,27.0,13.0,2.0
2018-06-10,25.0,25.0,35.0,17.0,
2018-06-11,37.0,26.0,32.0,16.0,
2018-06-12,41.0,21.0,28.0,15.0,
2018-06-13,27.0,22.0,30.0,15.0,1.0
2018-06-14,33.0,27.0,37.0,11.0,
2018-06-15,43.0,22.0,30.0,10.0,
2018-06-16,43.0,33.0,35.0,19.0,
2018-06-17,45.0,28.0,35.0,14.0,
2018-06-18,42.0,18.0,33.0,7.0,
2018-06-19,36.0,19.0,28.0,7.0,
2018-06-20,33.0,20.0,27.0,12.0,
2018-06-21,33.0,9.0,29.0,8.0,
2018-06-22,23.0,7.0,26.0,4.0,
2018-06-23,22.0,20.0,25.0,8.0,
2018-06-24,24.0,22.0,21.0,10.0,
2018-06-25,32.0,15.0,27.0,11.0,
2018-06-26,31.0,22.0,29.0,9.0,
2018-06-27,32.0,23.0,37.0,12.0,
2018-06-28,39.0,17.0,34.0,8.0,
2018-06-29,28.0,15.0,22.0,7.0,
2018-06-30,25.0,19.0,25.0,7.0,
2018-07-01,31.0,22.0,22.0,11.0,
2018-07-02,32.0,15.0,13.0,12.0,
2018-07-03,29.0,22.0,26.0,15.0,
2018-07-04,40.0,16.0,22.0,11.0,
2018-07-05,32.0,16.0,26.0,10.0,
2018-07-06,29.0,18.0,27.0,9.0,
2018-07-07,38.0,17.0,20.0,7.0,
2018-07-08,35.0,22.0,22.0,12.0,
2018-07-09,35.0,25.0,18.0,13.0,
2018-07-10,36.0,29.0,22.0,13.0,
2018-07-11,40.0,31.0,30.0,13.0,1.0
2018-07-12,43.0,39.0,31.0,20.0,
2018-07-13,50.0,41.0,41.0,20.0,
2018-07-14,56.0,38.0,39.0,15.0,
2018-07-15,50.0,40.0,30.0,21.0,
2018-07-16,55.0,43.0,28.0,14.0,1.0
2018-07-17,56.0,34.0,24.0,11.0,1.0
2018-07-18,51.0,35.0,22.0,14.0,1.0
2018-07-19,44.0,30.0,25.0,14.0,
2018-07-20,51.0,27.0,35.0,10.0,
2018-07-21,49.0,20.0,38.0,11.0,
2018-07-22,46.0,20.0,40.0,13.0,
2018-07-23,37.0,45.0,37.0,16.0,1.0
2018-07-24,49.0,45.0,38.0,13.0,
2018-07-25,54.0,40.0,31.0,17.0,
2018-07-26,54.0,43.0,33.0,16.0,
2018-07-27,56.0,41.0,32.0,7.0,1.0
2018-07-28,63.0,32.0,36.0,5.0,
2018-07-29,75.0,34.0,33.0,10.0,
2018-07-30,54.0,35.0,36.0,13.0,1.0
2018-07-31,46.0,47.0,34.0,16.0,
2018-08-01,55.0,42.0,37.0,16.0,
2018-08-02,55.0,32.0,40.0,13.0,
2018-08-03,44.0,13.0,31.0,6.0,
2018-08-04,21.0,15.0,27.0,6.0,
2018-08-05,21.0,16.0,26.0,5.0,
2018-08-06,23.0,18.0,25.0,9.0,
2018-08-07,21.0,28.0,25.0,14.0,
2018-08-08,27.0,28.0,40.0,15.0,
2018-08-09,40.0,36.0,40.0,12.0,
2018-08-10,50.0,12.0,35.0,4.0,
2018-08-11,24.0,13.0,32.0,7.0,
2018-08-12,24.0,12.0,27.0,7.0,
2018-08-13,23.0,16.0,25.0,13.0,
2018-08-14,24.0,30.0,24.0,17.0,1.0
2018-08-15,33.0,25.0,26.0,17.0,
2018-08-16,37.0,16.0,27.0,13.0,
2018-08-17,31.0,17.0,35.0,14.0,
2018-08-18,34.0,11.0,27.0,6.0,
2018-08-19,22.0,16.0,16.0,14.0,
2018-08-20,24.0,11.0,24.0,7.0,
2018-08-21,21.0,13.0,27.0,9.0,2.0
2018-08-22,19.0,16.0,33.0,8.0,
2018-08-23,25.0,30.0,30.0,18.0,
2018-08-24,42.0,17.0,38.0,12.0,
2018-08-25,34.0,12.0,25.0,10.0,
2018-08-26,26.0,9.0,28.0,11.0,
2018-08-27,22.0,22.0,24.0,17.0,
2018-08-28,26.0,27.0,28.0,20.0,
2018-08-29,31.0,25.0,14.0,18.0,
2018-08-30,32.0,24.0,22.0,17.0,
2018-08-31,30.0,20.0,21.0,12.0,
2018-09-01,44.0,20.0,26.0,16.0,
2018-09-02,39.0,26.0,33.0,19.0,
2018-09-03,41.0,25.0,21.0,16.0,
2018-09-04,48.0,29.0,24.0,20.0,
2018-09-05,53.0,31.0,21.0,20.0,
2018-09-06,49.0,34.0,26.0,15.0,
2018-09-07,59.0,41.0,31.0,15.0,
2018-09-08,57.0,35.0,28.0,12.0,
2018-09-09,57.0,25.0,27.0,15.0,
2018-09-10,43.0,11.0,31.0,12.0,
2018-09-11,30.0,7.0,28.0,5.0,
2018-09-12,20.0,6.0,24.0,6.0,1.0
2018-09-13,17.0,12.0,28.0,7.0,
2018-09-14,21.0,11.0,28.0,6.0,
2018-09-15,22.0,7.0,24.0,6.0,
2018-09-16,19.0,8.0,22.0,10.0,
2018-09-17,17.0,11.0,23.0,8.0,
2018-09-18,21.0,25.0,42.0,10.0,
2018-09-19,46.0,20.0,31.0,9.0,
2018-09-20,33.0,18.0,29.0,11.0,
2018-09-21,30.0,17.0,41.0,5.0,
2018-09-22,33.0,9.0,26.0,5.0,
2018-09-23,18.0,11.0,23.0,12.0,
2018-09-24,17.0,10.0,26.0,10.0,
2018-09-25,19.0,7.0,27.0,5.0,
2018-09-26,19.0,8.0,25.0,6.0,
2018-09-27,17.0,15.0,23.0,16.0,
2018-09-28,22.0,11.0,27.0,10.0,
2018-09-29,21.0,8.0,26.0,4.0,
2018-09-30,22.0,14.0,23.0,8.0,
2018-10-01,25.0,14.0,23.0,10.0,
2018-10-02,24.0,8.0,19.0,18.0,
2018-10-03,21.0,10.0,20.0,12.0,
2018-10-04,23.0,13.0,19.0,11.0,
2018-10-05,23.0,11.0,24.0,7.0,
2018-10-06,20.0,17.0,16.0,15.0,
2018-10-07,26.0,9.0,26.0,10.0,
2018-10-08,18.0,8.0,24.0,6.0,
2018-10-09,23.0,14.0,22.0,11.0,
2018-10-10,30.0,24.0,14.0,18.0,
2018-10-11,29.0,19.0,17.0,12.0,
2018-10-12,38.0,31.0,24.0,7.0,
2018-10-13,66.0,41.0,33.0,10.0,
2018-10-14,82.0,35.0,25.0,12.0,
2018-10-15,65.0,39.0,24.0,12.0,
2018-10-16,66.0,35.0,24.0,14.0,
2018-10-17,65.0,28.0,26.0,11.0,
2018-10-18,56.0,10.0,23.0,10.0,
2018-10-19,21.0,14.0,19.0,13.0,
2018-10-20,27.0,14.0,28.0,8.0,
2018-10-21,26.0,7.0,25.0,6.0,
2018-10-22,20.0,8.0,25.0,8.0,
2018-10-23,17.0,15.0,19.0,13.0,
2018-10-24,28.0,35.0,11.0,25.0,
2018-10-25,30.0,16.0,13.0,17.0,
2018-10-26,27.0,17.0,20.0,11.0,
2018-10-27,29.0,17.0,24.0,9.0,
2018-10-28,32.0,15.0,20.0,14.0,
2018-10-29,29.0,9.0,24.0,6.0,2.0
2018-10-30,23.0,10.0,15.0,5.0,
2018-10-31,31.0,16.0,18.0,12.0,
2018-11-01,32.0,17.0,13.0,8.0,
2018-11-02,37.0,14.0,19.0,6.0,
2018-11-03,31.0,10.0,26.0,7.0,
2018-11-04,19.0,13.0,23.0,10.0,
2018-11-05,29.0,12.0,9.0,7.0,
2018-11-06,29.0,32.0,12.0,11.0,
2018-11-07,68.0,17.0,12.0,10.0,1.0
2018-11-08,51.0,26.0,8.0,8.0,
2018-11-09,28.0,20.0,9.0,5.0,
2018-11-10,45.0,14.0,15.0,4.0,
2018-11-11,31.0,12.0,13.0,5.0,
2018-11-12,40.0,9.0,9.0,9.0,
2018-11-13,28.0,19.0,17.0,13.0,
2018-11-14,29.0,16.0,22.0,12.0,
2018-11-15,23.0,10.0,23.0,3.0,2.0
2018-11-16,28.0,,,,
2018-11-17,,26.0,26.0,10.0,
2018-11-18,27.0,38.0,28.0,17.0,
2018-11-19,29.0,29.0,21.0,14.0,
2018-11-20,27.0,33.0,21.0,17.0,
2018-11-21,30.0,21.0,21.0,14.0,
2018-11-22,23.0,14.0,20.0,16.0,2.0
2018-11-23,26.0,14.0,21.0,12.0,
2018-11-24,22.0,15.0,17.0,15.0,
2018-11-25,24.0,12.0,20.0,17.0,
2018-11-26,25.0,25.0,19.0,15.0,
2018-11-27,25.0,21.0,20.0,15.0,
2018-11-28,24.0,9.0,22.0,8.0,
2018-11-29,27.0,17.0,24.0,7.0,
2018-11-30,33.0,14.0,26.0,5.0,
2018-12-01,28.0,11.0,29.0,5.0,
2018-12-02,30.0,17.0,16.0,7.0,
2018-12-03,50.0,10.0,13.0,7.0,
2018-12-04,31.0,4.0,23.0,7.0,
2018-12-05,17.0,8.0,25.0,11.0,
2018-12-06,25.0,10.0,19.0,8.0,
2018-12-07,27.0,6.0,15.0,4.0,
2018-12-08,21.0,10.0,23.0,4.0,
2018-12-09,31.0,10.0,15.0,9.0,
2018-12-10,34.0,18.0,14.0,15.0,
2018-12-11,38.0,18.0,14.0,15.0,
2018-12-12,40.0,23.0,15.0,14.0,
2018-12-13,33.0,40.0,17.0,18.0,
2018-12-14,37.0,42.0,15.0,16.0,
2018-12-15,40.0,19.0,23.0,12.0,
2018-12-16,33.0,9.0,22.0,8.0,
2018-12-17,33.0,15.0,15.0,10.0,
2018-12-18,43.0,16.0,15.0,8.0,
2018-12-19,46.0,27.0,17.0,15.0,1.0
2018-12-20,56.0,27.0,15.0,12.0,
2018-12-21,50.0,16.0,9.0,14.0,
2018-12-22,48.0,15.0,6.0,12.0,
2018-12-23,47.0,12.0,10.0,10.0,
2018-12-24,41.0,4.0,24.0,5.0,
2018-12-25,18.0,4.0,31.0,8.0,
2018-12-26,18.0,8.0,22.0,20.0,
2018-12-27,25.0,4.0,18.0,12.0,
2018-12-28,19.0,4.0,23.0,8.0,
2018-12-29,20.0,7.0,25.0,9.0,
2018-12-30,24.0,,,,
2018-12-31,,5.0,27.0,5.0,
2019-01-01,17.0,5.0,27.0,8.0,
2019-01-02,23.0,10.0,27.0,17.0,
2019-01-03,28.0,6.0,25.0,14.0,
2019-01-04,19.0,6.0,24.0,12.0,
2019-01-05,29.0,4.0,27.0,9.0,
2019-01-06,18.0,6.0,25.0,10.0,
2019-01-07,20.0,8.0,20.0,9.0,
2019-01-08,27.0,10.0,22.0,15.0,
2019-01-09,38.0,6.0,27.0,16.0,1.0
2019-01-10,20.0,5.0,29.0,8.0,
2019-01-11,18.0,6.0,28.0,10.0,
2019-01-12,23.0,7.0,22.0,10.0,
2019-01-13,21.0,6.0,20.0,13.0,
2019-01-14,20.0,6.0,18.0,14.0,2.0
