date,pm25,pm10,o3,no2,so2
2015-11-14,23.0,12.0,22.0,11.0,1.0
2015-11-15,15.0,12.0,22.0,13.0,
2015-11-16,17.0,12.0,22.0,13.0,
2015-11-17,18.0,8.0,25.0,18.0,
2015-11-18,16.0,10.0,22.0,24.0,
2015-11-19,19.0,7.0,11.0,15.0,
2015-11-20,10.0,8.0,19.0,9.0,1.0
2015-11-21,10.0,9.0,12.0,7.0,
2015-11-22,18.0,38.0,18.0,24.0,1.0
2015-11-23,26.0,17.0,21.0,18.0,
2015-11-24,21.0,17.0,20.0,10.0,
2015-11-25,37.0,18.0,18.0,9.0,
2015-11-26,52.0,7.0,26.0,7.0,
2015-11-27,11.0,15.0,26.0,7.0,1.0
2015-11-28,34.0,17.0,21.0,7.0,
2015-11-29,43.0,9.0,27.0,5.0,
2015-11-30,15.0,15.0,23.0,12.0,
2015-12-01,15.0,32.0,22.0,17.0,
2015-12-02,26.0,9.0,22.0,15.0,
2015-12-03,14.0,10.0,21.0,13.0,
2015-12-04,19.0,8.0,25.0,7.0,
2015-12-05,16.0,6.0,26.0,4.0,
2015-12-06,13.0,16.0,30.0,8.0,
2015-12-07,20.0,25.0,25.0,12.0,
2015-12-08,19.0,18.0,20.0,8.0,2.0
2015-12-09,25.0,12.0,24.0,8.0,
2015-12-10,17.0,17.0,22.0,15.0,1.0
2015-12-11,18.0,12.0,19.0,19.0,
2015-12-12,18.0,8.0,16.0,20.0,
2015-12-13,17.0,18.0,14.0,21.0,
2015-12-14,22.0,12.0,19.0,16.0,
2015-12-15,14.0,7.0,21.0,14.0,
2015-12-16,15.0,9.0,20.0,15.0,
2015-12-17,21.0,7.0,12.0,9.0,
2015-12-18,15.0,10.0,20.0,10.0,
2015-12-19,22.0,10.0,17.0,7.0,
2015-12-20,22.0,20.0,23.0,8.0,1.0
2015-12-21,38.0,17.0,25.0,11.0,
2015-12-22,23.0,13.0,24.0,10.0,
2015-12-23,14.0,18.0,25.0,5.0,
2015-12-24,26.0,12.0,29.0,3.0,
2015-12-25,20.0,19.0,28.0,5.0,
2015-12-26,16.0,11.0,27.0,16.0,
2015-12-27,22.0,13.0,12.0,31.0,2.0
2015-12-28,28.0,19.0,17.0,32.0,1.0
2015-12-29,41.0,12.0,21.0,19.0,
2015-12-30,27.0,,,,
2016-01-03,,15.0,17.0,12.0,
2016-01-04,33.0,,,,
2016-01-05,,12.0,11.0,9.0,
2016-01-06,49.0,19.0,5.0,13.0,1.0
2016-01-07,62.0,20.0,11.0,18.0,1.0
2016-01-08,66.0,14.0,11.0,9.0,2.0
2016-01-09,58.0,14.0,7.0,16.0,5.0
2016-01-10,60.0,8.0,24.0,5.0,1.0
2016-01-11,33.0,8.0,24.0,9.0,1.0
2016-01-12,25.0,11.0,23.0,8.0,
2016-01-13,31.0,10.0,17.0,15.0,6.0
2016-01-14,36.0,9.0,15.0,15.0,2.0
2016-01-15,32.0,13.0,5.0,20.0,
2016-01-16,50.0,9.0,15.0,12.0,1.0
2016-01-17,38.0,13.0,6.0,17.0,3.0
2016-01-18,46.0,16.0,3.0,18.0,4.0
2016-01-19,55.0,17.0,6.0,19.0,4.0
2016-01-20,53.0,26.0,1.0,26.0,1.0
2016-01-21,64.0,24.0,2.0,26.0,2.0
2016-01-22,63.0,11.0,20.0,11.0,1.0
2016-01-23,32.0,14.0,25.0,12.0,
2016-01-24,57.0,16.0,9.0,16.0,
2016-01-25,65.0,3.0,19.0,8.0,
2016-01-26,17.0,4.0,19.0,9.0,
2016-01-27,11.0,5.0,22.0,7.0,
2016-01-28,11.0,6.0,26.0,6.0,
2016-01-29,18.0,11.0,26.0,4.0,2.0
2016-01-30,28.0,9.0,30.0,4.0,
2016-01-31,19.0,6.0,23.0,7.0,1.0
2016-02-01,17.0,5.0,25.0,6.0,
2016-02-02,14.0,6.0,23.0,11.0,
2016-02-03,20.0,6.0,22.0,10.0,
2016-02-04,16.0,6.0,22.0,6.0,
2016-02-05,17.0,6.0,21.0,8.0,
2016-02-06,21.0,15.0,11.0,6.0,1.0
2016-02-07,53.0,14.0,21.0,9.0,
2016-02-08,59.0,14.0,23.0,8.0,
2016-02-09,48.0,12.0,23.0,7.0,
2016-02-10,36.0,10.0,19.0,8.0,
2016-02-11,40.0,7.0,24.0,4.0,
2016-02-12,21.0,6.0,23.0,5.0,
2016-02-13,25.0,8.0,21.0,4.0,
2016-02-14,32.0,9.0,23.0,9.0,
2016-02-15,31.0,9.0,22.0,8.0,
2016-02-16,19.0,7.0,25.0,5.0,
2016-02-17,15.0,10.0,22.0,7.0,
2016-02-18,20.0,11.0,16.0,12.0,
2016-02-19,38.0,8.0,15.0,7.0,
2016-02-20,36.0,8.0,19.0,4.0,
2016-02-21,34.0,7.0,17.0,16.0,
2016-02-22,19.0,8.0,22.0,8.0,
2016-02-23,25.0,6.0,25.0,4.0,
2016-02-24,12.0,8.0,25.0,5.0,
2016-02-25,15.0,8.0,24.0,7.0,
2016-02-26,21.0,8.0,26.0,4.0,
2016-02-27,27.0,9.0,25.0,6.0,
2016-02-28,20.0,14.0,21.0,12.0,2.0
2016-02-29,30.0,7.0,25.0,8.0,
2016-03-01,24.0,25.0,24.0,10.0,
2016-03-02,34.0,14.0,23.0,12.0,1.0
2016-03-03,39.0,21.0,19.0,14.0,1.0
2016-03-04,59.0,11.0,15.0,8.0,
2016-03-05,47.0,6.0,21.0,6.0,
2016-03-06,31.0,14.0,21.0,11.0,
2016-03-07,52.0,12.0,8.0,13.0,
2016-03-08,50.0,10.0,22.0,10.0,
2016-03-09,37.0,15.0,21.0,12.0,5.0
2016-03-10,42.0,25.0,22.0,16.0,7.0
2016-03-11,51.0,23.0,24.0,12.0,
2016-03-12,46.0,16.0,28.0,5.0,
2016-03-13,46.0,23.0,25.0,9.0,
2016-03-14,38.0,21.0,25.0,8.0,
2016-03-15,27.0,15.0,24.0,5.0,
2016-03-16,18.0,16.0,29.0,5.0,
2016-03-17,15.0,12.0,25.0,5.0,
2016-03-18,14.0,16.0,23.0,4.0,
2016-03-19,17.0,12.0,26.0,4.0,
2016-03-20,16.0,11.0,23.0,8.0,
2016-03-21,20.0,19.0,27.0,9.0,
2016-03-22,39.0,20.0,27.0,7.0,
2016-03-23,26.0,18.0,24.0,9.0,
2016-03-24,38.0,8.0,27.0,6.0,
2016-03-25,27.0,15.0,19.0,9.0,
2016-03-26,61.0,7.0,25.0,4.0,
2016-03-27,18.0,24.0,27.0,11.0,
2016-03-28,64.0,27.0,35.0,8.0,
2016-03-29,62.0,25.0,32.0,12.0,
2016-03-30,50.0,26.0,21.0,15.0,
2016-03-31,29.0,17.0,22.0,6.0,
2016-04-01,24.0,15.0,29.0,3.0,
2016-04-02,23.0,10.0,25.0,5.0,
2016-04-03,25.0,24.0,26.0,22.0,
2016-04-04,42.0,25.0,25.0,12.0,
2016-04-05,50.0,19.0,30.0,10.0,1.0
2016-04-06,55.0,15.0,29.0,8.0,2.0
2016-04-07,27.0,15.0,32.0,5.0,4.0
2016-04-08,25.0,8.0,26.0,6.0,1.0
2016-04-09,30.0,12.0,24.0,7.0,1.0
2016-04-10,24.0,23.0,28.0,12.0,
2016-04-11,27.0,37.0,28.0,21.0,1.0
2016-04-12,41.0,29.0,32.0,14.0,
2016-04-13,32.0,22.0,30.0,5.0,
2016-04-14,23.0,17.0,30.0,6.0,
2016-04-15,21.0,12.0,34.0,7.0,
2016-04-16,30.0,11.0,30.0,8.0,
2016-04-17,37.0,10.0,33.0,5.0,
2016-04-18,21.0,12.0,31.0,5.0,4.0
2016-04-19,22.0,9.0,26.0,6.0,
2016-04-20,17.0,25.0,31.0,11.0,
2016-04-21,20.0,21.0,26.0,22.0,
2016-04-22,25.0,19.0,28.0,22.0,1.0
2016-04-23,24.0,20.0,31.0,15.0,
2016-04-24,32.0,8.0,31.0,4.0,3.0
2016-04-25,20.0,6.0,30.0,9.0,
2016-04-26,17.0,7.0,30.0,6.0,1.0
2016-04-27,19.0,11.0,24.0,8.0,
2016-04-28,36.0,9.0,36.0,7.0,
2016-04-29,35.0,13.0,28.0,11.0,
2016-04-30,46.0,12.0,41.0,9.0,
2016-05-01,38.0,17.0,40.0,12.0,
2016-05-02,41.0,23.0,40.0,18.0,1.0
2016-05-03,50.0,23.0,42.0,18.0,1.0
2016-05-04,49.0,16.0,45.0,6.0,1.0
2016-05-05,39.0,13.0,38.0,6.0,1.0
2016-05-06,31.0,13.0,42.0,5.0,
2016-05-07,30.0,12.0,43.0,5.0,
2016-05-08,31.0,17.0,42.0,8.0,1.0
2016-05-09,28.0,23.0,42.0,10.0,1.0
2016-05-10,31.0,12.0,37.0,4.0,
2016-05-11,17.0,9.0,29.0,9.0,1.0
2016-05-12,24.0,10.0,30.0,5.0,
2016-05-13,31.0,22.0,29.0,6.0,
2016-05-14,44.0,15.0,39.0,4.0,
2016-05-15,53.0,10.0,31.0,7.0,
2016-05-16,38.0,13.0,26.0,9.0,1.0
2016-05-17,27.0,13.0,29.0,10.0,
2016-05-18,24.0,20.0,36.0,12.0,2.0
2016-05-19,30.0,9.0,36.0,7.0,
2016-05-20,36.0,12.0,43.0,4.0,
2016-05-21,41.0,8.0,33.0,3.0,1.0
2016-05-22,33.0,12.0,29.0,10.0,
2016-05-23,32.0,13.0,38.0,11.0,
2016-05-24,47.0,24.0,41.0,21.0,
2016-05-25,52.0,23.0,22.0,15.0,
2016-05-26,44.0,13.0,25.0,6.0,2.0
2016-05-27,22.0,11.0,23.0,3.0,
2016-05-28,37.0,8.0,23.0,2.0,
2016-05-29,25.0,31.0,28.0,14.0,
2016-05-30,42.0,28.0,33.0,15.0,
2016-05-31,44.0,30.0,36.0,14.0,
2016-06-01,43.0,45.0,26.0,29.0,
2016-06-02,56.0,17.0,41.0,10.0,
2016-06-03,63.0,9.0,33.0,2.0,
2016-06-04,15.0,8.0,29.0,2.0,
2016-06-05,17.0,10.0,28.0,4.0,
2016-06-06,21.0,12.0,32.0,5.0,1.0
2016-06-07,25.0,10.0,30.0,5.0,
2016-06-08,30.0,9.0,26.0,3.0,1.0
2016-06-09,11.0,7.0,28.0,5.0,
2016-06-10,22.0,7.0,24.0,3.0,
2016-06-11,25.0,6.0,24.0,1.0,
2016-06-12,22.0,9.0,26.0,4.0,
2016-06-13,24.0,10.0,28.0,7.0,
2016-06-14,31.0,17.0,41.0,11.0,
2016-06-15,40.0,14.0,31.0,9.0,
2016-06-16,55.0,9.0,28.0,10.0,
2016-06-17,39.0,7.0,28.0,4.0,
2016-06-18,26.0,7.0,27.0,2.0,
2016-06-19,23.0,14.0,31.0,6.0,1.0
2016-06-20,41.0,16.0,29.0,11.0,
2016-06-21,47.0,12.0,33.0,5.0,
2016-06-22,42.0,9.0,25.0,5.0,1.0
2016-06-23,32.0,9.0,27.0,7.0,
2016-06-24,43.0,21.0,36.0,8.0,
2016-06-25,62.0,22.0,37.0,8.0,
2016-06-26,65.0,9.0,29.0,5.0,
2016-06-27,37.0,9.0,34.0,3.0,
2016-06-28,31.0,14.0,34.0,8.0,
2016-06-29,45.0,14.0,31.0,7.0,
2016-06-30,43.0,12.0,34.0,5.0,
2016-07-01,36.0,13.0,32.0,5.0,
2016-07-02,53.0,9.0,31.0,4.0,
2016-07-03,35.0,8.0,20.0,5.0,
2016-07-04,23.0,8.0,21.0,3.0,
2016-07-05,17.0,8.0,25.0,1.0,
2016-07-06,18.0,6.0,21.0,3.0,
2016-07-07,15.0,7.0,23.0,3.0,
2016-07-08,22.0,8.0,28.0,3.0,
2016-07-09,23.0,9.0,28.0,6.0,
2016-07-10,35.0,10.0,22.0,5.0,
2016-07-11,34.0,9.0,27.0,4.0,
2016-07-12,26.0,11.0,24.0,3.0,
2016-07-13,25.0,11.0,28.0,4.0,
2016-07-14,27.0,11.0,22.0,10.0,
2016-07-15,38.0,8.0,24.0,3.0,
2016-07-16,30.0,8.0,28.0,4.0,
2016-07-17,23.0,10.0,26.0,6.0,
2016-07-18,22.0,8.0,26.0,4.0,
2016-07-19,23.0,14.0,23.0,5.0,
2016-07-20,20.0,11.0,20.0,3.0,
2016-07-21,39.0,15.0,16.0,4.0,
2016-07-22,53.0,15.0,19.0,4.0,
2016-07-23,52.0,14.0,26.0,6.0,
2016-07-24,57.0,16.0,30.0,7.0,
2016-07-25,54.0,17.0,29.0,13.0,2.0
2016-07-26,56.0,16.0,32.0,8.0,
2016-07-27,49.0,11.0,22.0,10.0,
2016-07-28,25.0,8.0,32.0,4.0,
2016-07-29,25.0,9.0,36.0,5.0,
2016-07-30,31.0,8.0,34.0,3.0,
2016-07-31,27.0,10.0,24.0,7.0,
2016-08-01,21.0,9.0,29.0,4.0,
2016-08-02,20.0,11.0,29.0,3.0,
2016-08-03,27.0,10.0,24.0,7.0,
2016-08-04,22.0,12.0,25.0,5.0,
2016-08-05,36.0,12.0,26.0,13.0,1.0
2016-08-06,30.0,12.0,26.0,6.0,
2016-08-07,27.0,10.0,29.0,3.0,
2016-08-08,26.0,13.0,28.0,6.0,
2016-08-09,22.0,10.0,24.0,4.0,
2016-08-10,21.0,7.0,22.0,3.0,
2016-08-11,33.0,6.0,22.0,3.0,
2016-08-12,14.0,8.0,24.0,4.0,
2016-08-13,19.0,8.0,26.0,5.0,
2016-08-14,21.0,6.0,21.0,5.0,
2016-08-15,16.0,6.0,12.0,4.0,
2016-08-16,21.0,8.0,24.0,3.0,
2016-08-17,21.0,10.0,19.0,4.0,
2016-08-18,29.0,13.0,26.0,6.0,
2016-08-19,37.0,11.0,26.0,6.0,
2016-08-20,36.0,16.0,33.0,7.0,
2016-08-21,45.0,15.0,34.0,6.0,
2016-08-22,47.0,16.0,27.0,6.0,
2016-08-23,33.0,15.0,16.0,6.0,
2016-08-24,26.0,16.0,24.0,7.0,
2016-08-25,34.0,12.0,25.0,7.0,
2016-08-26,37.0,15.0,37.0,2.0,
2016-08-27,28.0,10.0,24.0,2.0,
2016-08-28,17.0,8.0,20.0,6.0,
2016-08-29,19.0,10.0,18.0,5.0,
2016-08-30,21.0,13.0,21.0,5.0,
2016-08-31,24.0,17.0,35.0,3.0,
2016-09-01,34.0,14.0,27.0,4.0,
2016-09-02,24.0,9.0,21.0,5.0,
2016-09-03,27.0,6.0,25.0,3.0,
2016-09-04,12.0,12.0,18.0,6.0,
2016-09-05,25.0,13.0,23.0,6.0,
2016-09-06,20.0,13.0,24.0,4.0,
2016-09-07,23.0,14.0,19.0,5.0,
2016-09-08,19.0,12.0,18.0,9.0,3.0
2016-09-09,26.0,13.0,23.0,5.0,
2016-09-10,33.0,11.0,29.0,3.0,3.0
2016-09-11,31.0,16.0,30.0,5.0,
2016-09-12,31.0,16.0,22.0,8.0,
2016-09-13,36.0,12.0,18.0,8.0,
2016-09-14,23.0,16.0,17.0,8.0,
2016-09-15,30.0,11.0,17.0,5.0,
2016-09-16,24.0,8.0,17.0,4.0,
2016-09-17,20.0,10.0,22.0,4.0,
2016-09-18,21.0,10.0,9.0,7.0,
2016-09-19,34.0,23.0,,18.0,
2016-09-20,28.0,,,,
2016-09-21,27.0,,11.0,8.0,
2016-09-22,36.0,8.0,18.0,7.0,
2016-09-23,27.0,11.0,21.0,3.0,
2016-09-24,33.0,10.0,27.0,3.0,1.0
2016-09-25,27.0,12.0,25.0,7.0,1.0
2016-09-26,23.0,14.0,24.0,10.0,
2016-09-27,32.0,14.0,26.0,6.0,
2016-09-28,33.0,9.0,19.0,7.0,
2016-09-29,19.0,11.0,26.0,3.0,
2016-09-30,18.0,8.0,28.0,2.0,
2016-10-01,15.0,9.0,22.0,9.0,
2016-10-02,19.0,13.0,18.0,11.0,
2016-10-03,24.0,11.0,17.0,5.0,
2016-10-04,21.0,9.0,19.0,4.0,
2016-10-05,24.0,9.0,16.0,6.0,
2016-10-06,15.0,9.0,19.0,5.0,
2016-10-07,21.0,9.0,23.0,1.0,
2016-10-08,17.0,8.0,17.0,2.0,
2016-10-09,19.0,10.0,19.0,6.0,
2016-10-10,19.0,14.0,19.0,7.0,
2016-10-11,39.0,16.0,17.0,10.0,1.0
2016-10-12,40.0,11.0,16.0,6.0,
2016-10-13,26.0,8.0,15.0,7.0,
2016-10-14,27.0,8.0,9.0,6.0,
2016-10-15,30.0,6.0,21.0,3.0,
2016-10-16,17.0,9.0,20.0,6.0,
2016-10-17,23.0,17.0,22.0,7.0,
2016-10-18,33.0,21.0,22.0,9.0,
2016-10-19,53.0,26.0,24.0,8.0,1.0
2016-10-20,66.0,21.0,24.0,5.0,1.0
2016-10-21,59.0,19.0,24.0,4.0,1.0
2016-10-22,54.0,18.0,20.0,4.0,1.0
2016-10-23,48.0,14.0,21.0,4.0,
2016-10-24,40.0,12.0,22.0,7.0,
2016-10-25,39.0,15.0,6.0,9.0,
2016-10-26,38.0,9.0,20.0,7.0,1.0
2016-10-27,25.0,5.0,20.0,6.0,1.0
2016-10-28,17.0,6.0,27.0,2.0,
2016-10-29,10.0,7.0,21.0,4.0,
2016-10-30,13.0,15.0,11.0,10.0,1.0
2016-10-31,31.0,20.0,22.0,14.0,
2016-11-01,49.0,11.0,24.0,6.0,
2016-11-02,30.0,12.0,19.0,7.0,
2016-11-03,36.0,13.0,17.0,13.0,
2016-11-04,32.0,11.0,16.0,7.0,
2016-11-05,38.0,8.0,19.0,4.0,
2016-11-06,32.0,10.0,19.0,4.0,
2016-11-07,33.0,11.0,22.0,6.0,
2016-11-08,36.0,9.0,20.0,7.0,1.0
2016-11-09,37.0,11.0,12.0,9.0,
2016-11-10,45.0,9.0,12.0,13.0,
2016-11-11,36.0,8.0,13.0,13.0,
2016-11-12,34.0,6.0,20.0,5.0,
2016-11-13,23.0,10.0,12.0,12.0,
2016-11-14,32.0,9.0,13.0,7.0,
2016-11-15,31.0,7.0,12.0,9.0,
2016-11-16,25.0,8.0,15.0,8.0,
2016-11-17,18.0,11.0,15.0,5.0,
2016-11-18,33.0,11.0,24.0,5.0,
2016-11-19,33.0,9.0,23.0,4.0,
2016-11-20,28.0,17.0,20.0,5.0,
2016-11-21,48.0,19.0,14.0,6.0,
2016-11-22,57.0,23.0,11.0,4.0,
2016-11-23,66.0,9.0,20.0,5.0,
2016-11-24,26.0,17.0,23.0,7.0,
2016-11-25,21.0,3.0,25.0,4.0,
2016-11-26,12.0,10.0,24.0,2.0,
2016-11-27,13.0,9.0,23.0,11.0,
2016-11-28,25.0,10.0,25.0,14.0,
2016-11-29,18.0,8.0,25.0,12.0,
2016-11-30,19.0,8.0,21.0,16.0,
2016-12-01,16.0,13.0,14.0,19.0,
2016-12-02,33.0,10.0,23.0,4.0,
2016-12-03,21.0,9.0,23.0,7.0,1.0
2016-12-04,20.0,7.0,26.0,4.0,1.0
2016-12-05,18.0,14.0,22.0,6.0,
2016-12-06,31.0,8.0,23.0,9.0,
2016-12-07,17.0,7.0,18.0,13.0,
2016-12-08,22.0,6.0,20.0,9.0,
2016-12-09,18.0,18.0,25.0,8.0,
2016-12-10,19.0,11.0,22.0,9.0,
2016-12-11,21.0,11.0,22.0,13.0,2.0
2016-12-12,21.0,6.0,23.0,8.0,
2016-12-13,12.0,11.0,16.0,11.0,1.0
2016-12-14,27.0,9.0,21.0,9.0,
2016-12-15,20.0,9.0,19.0,14.0,
2016-12-16,25.0,6.0,16.0,9.0,
2016-12-17,25.0,5.0,16.0,6.0,
2016-12-18,16.0,7.0,17.0,13.0,
2016-12-19,22.0,5.0,13.0,8.0,1.0
2016-12-20,16.0,9.0,24.0,6.0,1.0
2016-12-21,27.0,16.0,18.0,6.0,
2016-12-22,41.0,13.0,24.0,6.0,
2016-12-23,22.0,10.0,29.0,3.0,
2016-12-24,18.0,11.0,31.0,2.0,
2016-12-25,20.0,10.0,28.0,3.0,
2016-12-26,18.0,9.0,28.0,12.0,
2016-12-27,19.0,14.0,26.0,14.0,
2016-12-28,18.0,10.0,24.0,9.0,1.0
2016-12-29,22.0,13.0,23.0,8.0,1.0
2016-12-30,29.0,15.0,21.0,8.0,1.0
2016-12-31,35.0,17.0,20.0,11.0,1.0
2017-01-01,45.0,18.0,24.0,18.0,1.0
2017-01-02,21.0,15.0,16.0,23.0,
2017-01-03,34.0,20.0,23.0,13.0,
2017-01-04,29.0,10.0,23.0,21.0,
2017-01-05,23.0,19.0,26.0,28.0,
2017-01-06,44.0,10.0,26.0,8.0,
2017-01-07,19.0,6.0,29.0,7.0,1.0
2017-01-08,17.0,7.0,23.0,9.0,1.0
2017-01-09,15.0,11.0,23.0,6.0,
2017-01-10,30.0,33.0,22.0,7.0,1.0
2017-01-11,86.0,23.0,24.0,5.0,1.0
2017-01-12,51.0,14.0,24.0,11.0,
2017-01-13,33.0,16.0,20.0,11.0,
2017-01-14,45.0,9.0,18.0,13.0,
2017-01-15,26.0,18.0,23.0,23.0,
2017-01-16,33.0,12.0,26.0,13.0,
2017-01-17,19.0,6.0,24.0,8.0,
2017-01-18,13.0,5.0,24.0,10.0,
2017-01-19,12.0,15.0,30.0,17.0,
2017-01-20,22.0,7.0,26.0,11.0,
2017-01-21,17.0,,,,
2017-01-22,,5.0,18.0,10.0,
2017-01-23,12.0,21.0,22.0,18.0,
2017-01-24,26.0,21.0,21.0,12.0,
2017-01-25,32.0,9.0,22.0,11.0,
2017-01-26,23.0,13.0,11.0,20.0,
2017-01-27,38.0,9.0,18.0,7.0,
2017-01-28,28.0,13.0,20.0,6.0,
2017-01-29,42.0,16.0,21.0,10.0,
2017-01-30,50.0,10.0,22.0,12.0,
2017-01-31,21.0,10.0,23.0,14.0,
2017-02-01,17.0,17.0,28.0,11.0,
2017-02-02,54.0,28.0,28.0,12.0,
2017-02-03,81.0,23.0,20.0,10.0,
2017-02-04,68.0,11.0,25.0,10.0,
2017-02-05,38.0,36.0,26.0,13.0,
2017-02-06,28.0,53.0,17.0,22.0,3.0
2017-02-07,43.0,90.0,17.0,31.0,
2017-02-08,52.0,45.0,19.0,31.0,3.0
2017-02-09,45.0,23.0,15.0,24.0,1.0
2017-02-10,50.0,17.0,27.0,15.0,1.0
2017-02-11,42.0,15.0,29.0,8.0,
2017-02-12,24.0,11.0,28.0,12.0,
2017-02-13,21.0,13.0,29.0,21.0,
2017-02-14,24.0,20.0,24.0,28.0,
2017-02-15,33.0,14.0,20.0,12.0,
2017-02-16,35.0,21.0,20.0,12.0,
2017-02-17,46.0,6.0,28.0,8.0,
2017-02-18,16.0,6.0,22.0,4.0,
2017-02-19,17.0,6.0,29.0,14.0,
2017-02-20,16.0,20.0,27.0,19.0,
2017-02-21,27.0,19.0,29.0,12.0,
2017-02-22,11.0,7.0,28.0,10.0,
2017-02-23,15.0,6.0,29.0,11.0,
2017-02-24,18.0,10.0,28.0,8.0,
2017-02-25,23.0,8.0,28.0,13.0,
2017-02-26,20.0,10.0,24.0,16.0,
2017-02-27,27.0,13.0,20.0,13.0,
2017-02-28,34.0,13.0,27.0,16.0,
2017-03-01,35.0,12.0,28.0,10.0,
2017-03-02,20.0,14.0,29.0,12.0,
2017-03-03,26.0,13.0,25.0,14.0,
2017-03-04,25.0,51.0,29.0,14.0,
2017-03-05,41.0,45.0,28.0,12.0,
2017-03-06,40.0,39.0,27.0,7.0,
2017-03-07,43.0,11.0,26.0,8.0,
2017-03-08,24.0,14.0,28.0,11.0,
2017-03-09,31.0,16.0,17.0,15.0,
2017-03-10,43.0,18.0,24.0,13.0,
2017-03-11,26.0,8.0,31.0,8.0,
2017-03-12,20.0,9.0,29.0,7.0,
2017-03-13,18.0,15.0,31.0,10.0,
2017-03-14,31.0,21.0,25.0,10.0,
2017-03-15,24.0,23.0,31.0,12.0,
2017-03-16,19.0,11.0,31.0,8.0,2.0
2017-03-17,20.0,14.0,28.0,10.0,
2017-03-18,20.0,12.0,22.0,13.0,
2017-03-19,25.0,15.0,24.0,13.0,
2017-03-20,22.0,9.0,31.0,10.0,
2017-03-21,23.0,13.0,30.0,7.0,
2017-03-22,19.0,20.0,30.0,10.0,
2017-03-23,20.0,24.0,30.0,13.0,
2017-03-24,23.0,16.0,27.0,14.0,
2017-03-25,21.0,15.0,35.0,7.0,
2017-03-26,27.0,34.0,36.0,9.0,
2017-03-27,34.0,34.0,34.0,12.0,
2017-03-28,32.0,34.0,30.0,15.0,
2017-03-29,28.0,33.0,32.0,13.0,
2017-03-30,30.0,11.0,31.0,17.0,
2017-03-31,23.0,12.0,26.0,11.0,
2017-04-01,31.0,15.0,18.0,11.0,
2017-04-02,31.0,13.0,18.0,17.0,
2017-04-03,27.0,13.0,27.0,9.0,
2017-04-04,21.0,13.0,30.0,10.0,1.0
2017-04-05,24.0,29.0,31.0,17.0,
2017-04-06,29.0,25.0,28.0,16.0,
2017-04-07,20.0,18.0,31.0,10.0,
2017-04-08,21.0,14.0,27.0,7.0,
2017-04-09,21.0,26.0,34.0,11.0,
2017-04-10,38.0,14.0,31.0,9.0,
2017-04-11,23.0,24.0,30.0,13.0,
2017-04-12,28.0,24.0,29.0,17.0,
2017-04-13,28.0,27.0,32.0,11.0,
2017-04-14,36.0,30.0,35.0,14.0,
2017-04-15,33.0,31.0,33.0,15.0,
2017-04-16,32.0,26.0,33.0,11.0,
2017-04-17,26.0,31.0,30.0,13.0,
2017-04-18,28.0,29.0,32.0,16.0,1.0
2017-04-19,27.0,23.0,36.0,8.0,1.0
2017-04-20,26.0,16.0,35.0,10.0,
2017-04-21,26.0,13.0,30.0,11.0,
2017-04-22,21.0,13.0,31.0,9.0,
2017-04-23,17.0,18.0,29.0,12.0,1.0
2017-04-24,21.0,15.0,27.0,13.0,
2017-04-25,22.0,10.0,31.0,12.0,
2017-04-26,22.0,15.0,31.0,11.0,1.0
2017-04-27,21.0,25.0,29.0,16.0,
2017-04-28,30.0,25.0,29.0,13.0,
2017-04-29,32.0,6.0,32.0,10.0,
2017-04-30,16.0,22.0,31.0,10.0,
2017-05-01,37.0,44.0,36.0,19.0,
2017-05-02,37.0,43.0,33.0,17.0,
2017-05-03,28.0,25.0,32.0,13.0,
2017-05-04,24.0,28.0,32.0,11.0,
2017-05-05,27.0,27.0,37.0,10.0,
2017-05-06,32.0,24.0,32.0,10.0,1.0
2017-05-07,25.0,28.0,28.0,14.0,
2017-05-08,29.0,23.0,25.0,13.0,
2017-05-09,22.0,21.0,23.0,15.0,1.0
2017-05-10,29.0,20.0,25.0,15.0,2.0
2017-05-11,26.0,19.0,31.0,13.0,
2017-05-12,26.0,21.0,30.0,15.0,
2017-05-13,28.0,27.0,33.0,12.0,
2017-05-14,31.0,25.0,34.0,16.0,
2017-05-15,30.0,19.0,28.0,13.0,
2017-05-16,28.0,30.0,26.0,19.0,
2017-05-17,34.0,20.0,27.0,18.0,
2017-05-18,36.0,29.0,52.0,19.0,
2017-05-19,47.0,30.0,42.0,17.0,
2017-05-20,43.0,22.0,32.0,11.0,
2017-05-21,23.0,30.0,32.0,12.0,
2017-05-22,35.0,23.0,30.0,10.0,
2017-05-23,24.0,26.0,27.0,13.0,
2017-05-24,29.0,23.0,33.0,11.0,
2017-05-25,34.0,20.0,30.0,12.0,
2017-05-26,26.0,22.0,29.0,12.0,
2017-05-27,28.0,25.0,32.0,12.0,
2017-05-28,33.0,27.0,30.0,14.0,
2017-05-29,46.0,22.0,24.0,11.0,
2017-05-30,26.0,15.0,28.0,13.0,
2017-05-31,25.0,11.0,25.0,9.0,
2017-06-01,24.0,15.0,24.0,9.0,
2017-06-02,20.0,12.0,31.0,9.0,
2017-06-03,17.0,23.0,25.0,13.0,
2017-06-04,25.0,19.0,22.0,15.0,
2017-06-05,30.0,19.0,32.0,11.0,
2017-06-06,31.0,36.0,34.0,21.0,
2017-06-07,40.0,26.0,30.0,23.0,
2017-06-08,42.0,26.0,30.0,17.0,
2017-06-09,36.0,27.0,32.0,16.0,
2017-06-10,39.0,24.0,33.0,9.0,
