date,pm25,pm10,o3,no2
2013-12-31,42.41776353070875,16.0,29.0,23.0
2014-01-31,59.354838709677416,25.06451612903226,19.580645161290324,36.96774193548387
2014-02-28,54.17857142857143,22.714285714285715,23.535714285714285,38.642857142857146
2014-03-31,75.39358518995861,32.77465123004348,23.64516129032258,41.806451612903224
2014-04-30,73.08513843874402,29.774988044408435,26.0,40.13333333333333
2014-05-31,61.354838709677416,22.806451612903224,29.903225806451612,43.03225806451613
2014-06-30,54.36666666666667,17.766666666666666,26.933333333333334,38.03333333333333
2014-07-31,57.096774193548384,18.967741935483872,29.161290322580644,33.225806451612904
2014-08-31,52.80637718343225,17.252790539655077,23.668378517432124,33.24627654387701
2014-09-30,88.63333333333334,34.8,20.533333333333335,38.56666666666667
2014-10-31,62.645161290322584,26.129032258064516,20.073799303932553,31.242522381286996
2014-11-30,77.13333333333334,29.9,20.433042200837754,24.749507220749077
2014-12-31,56.23567542932827,22.415242507676144,21.07371712418719,40.76624831297106
2015-01-31,58.645161290322584,22.483870967741936,20.806451612903224,38.38709677419355
2015-02-28,64.10714285714286,28.357142857142858,20.142857142857142,39.642857142857146
2015-03-31,66.17892524201218,30.64516129032258,24.516129032258064,36.483870967741936
2015-04-30,67.91424818161373,29.854826523975287,28.911560929398156,44.650483839471576
2015-05-31,61.54838709677419,25.612903225806452,31.548387096774192,45.225806451612904
2015-06-30,64.73333333333333,30.266666666666666,31.36438925334529,50.5
2015-07-31,62.806451612903224,25.741935483870968,27.677419354838708,48.354838709677416
2015-08-31,65.35483870967742,23.93548387096774,24.93548387096774,41.58064516129032
2015-09-30,65.9,25.866666666666667,22.4,45.233333333333334
2015-10-31,80.54838709677419,34.25806451612903,16.70967741935484,50.806451612903224
2015-11-30,68.12245646310416,29.7,21.166666666666668,45.9
2015-12-31,66.92217612210794,29.642717519997696,23.94532327825295,43.66631781814677
2016-01-31,63.9783124998933,29.69326184110088,19.129032258064516,47.225806451612904
2016-02-29,67.86206896551724,30.17241379310345,23.0,48.62068965517241
2016-03-31,72.40781856561559,30.880958388588205,27.06451612903226,47.096774193548384
2016-04-30,66.8,26.266666666666666,28.866666666666667,48.166666666666664
2016-05-31,73.25806451612904,28.967741935483872,34.32258064516129,46.0
2016-06-30,67.03333333333333,27.2,24.9,48.86666666666667
2016-07-31,64.74193548387096,23.129032258064516,25.193548387096776,39.96774193548387
2016-08-31,66.25806451612904,26.129032258064516,28.806451612903224,42.96774193548387
2016-09-30,70.43333333333334,29.533333333333335,25.333333333333332,47.13333333333333
2016-10-31,72.72756342706454,30.06451612903226,17.741935483870968,43.0
2016-11-30,73.25843060822007,32.333787548020055,16.8,50.86666666666667
2016-12-31,89.90137456686051,39.0,11.193548387096774,52.774193548387096
2017-01-31,84.95188819580503,39.398376581342845,14.0,50.83870967741935
2017-02-28,78.62364373354731,33.17857142857143,22.714285714285715,46.142857142857146
2017-03-31,70.2258064516129,29.0,29.64516129032258,45.645161290322584
2017-04-30,67.8,26.9,32.639097112186924,39.1
2017-05-31,67.58064516129032,28.387096774193548,30.84730627339877,43.45161290322581
2017-06-30,64.96666666666667,25.814642459453037,29.00059273630415,43.1
2017-07-31,58.903225806451616,22.93548387096774,28.580645161290324,41.74193548387097
2017-08-31,64.48387096774194,25.419354838709676,30.34235599650313,39.483870967741936
2017-09-30,61.391586073929965,21.56838406625063,24.904186521159822,40.72201816273638
2017-10-31,66.2258064516129,26.64516129032258,19.677419354838708,44.61290322580645
2017-11-30,70.76666666666667,29.0,15.666666666666666,42.4
2017-12-31,60.74193548387097,24.032258064516128,16.548387096774192,40.87096774193548
2018-01-31,63.0,25.741935483870968,20.741935483870968,47.45161290322581
2018-02-28,64.57142857142857,29.285714285714285,20.357142857142858,49.75
2018-03-31,67.04163425325989,29.5073420021657,23.806451612903224,49.225806451612904
2018-04-30,74.93333333333334,29.8,30.466666666666665,50.96666666666667
2018-05-31,79.45161290322581,34.806451612903224,38.064516129032256,48.96774193548387
2018-06-30,61.233333333333334,24.666666666666668,31.085634970053096,39.7
2018-07-31,63.96774193548387,26.451612903225808,38.29032258064516,47.41935483870968
2018-08-31,57.70967741935484,20.903225806451612,24.032258064516128,37.54838709677419
2018-09-30,60.9,23.666666666666668,25.933333333333334,42.1
2018-10-31,63.70967741935484,24.258064516129032,18.29032258064516,43.32258064516129
2018-11-30,72.16666666666667,27.8,15.4,40.8
2018-12-31,64.32292496163849,24.66313094608508,17.701985170854815,37.95139469941241
2019-01-31,58.54838709677419,24.548387096774192,18.64516129032258,33.67741935483871
2019-02-28,70.73469761693512,32.285714285714285,16.321428571428573,39.107142857142854
2019-03-31,49.45161290322581,22.06451612903226,27.35483870967742,29.161290322580644
2019-04-30,63.9,32.9,33.5,32.333333333333336
2019-05-31,48.87096774193548,20.741935483870968,27.29032258064516,29.29032258064516
2019-06-30,40.8,21.433333333333334,27.266666666666666,32.166666666666664
2019-07-31,45.45161290322581,18.29032258064516,26.64516129032258,26.774193548387096
2019-08-31,54.096774193548384,21.677419354838708,29.516129032258064,30.322580645161292
2019-09-30,47.13333333333333,20.4,19.866666666666667,30.0
2019-10-31,46.096774193548384,22.387096774193548,20.35483870967742,38.41935483870968
2019-11-30,51.63333333333333,22.966666666666665,14.933333333333334,37.333333333333336
2019-12-31,49.075808065897725,21.717106371110898,20.94896321679255,33.48275319768678
2020-01-31,47.354838709677416,20.0,20.832860845925847,26.516129032258064
2020-02-29,47.41379310344828,20.896551724137932,27.0,31.586206896551722
2020-03-31,48.74466212433977,21.591084403662656,26.997737182246336,24.61785982288366
2020-04-30,51.666666666666664,27.566666666666666,34.166666666666664,18.966666666666665
2020-05-31,42.25806451612903,19.35483870967742,35.25806451612903,16.29032258064516
2020-06-30,39.9,17.266666666666666,27.89769544310628,20.466666666666665
2020-07-31,37.41935483870968,12.870967741935484,22.64516129032258,15.483870967741936
2020-08-31,49.064516129032256,18.806451612903224,25.65016135902492,18.612903225806452
2020-09-30,46.166666666666664,17.066666666666666,22.033333333333335,18.633333333333333
2020-10-31,42.12903225806452,12.129032258064516,19.0,15.161290322580646
2020-11-30,62.50198131552473,22.5,16.66728059988437,21.966666666666665
2020-12-31,47.0,18.870967741935484,17.35483870967742,21.258064516129032
2021-01-31,50.67741935483871,17.483870967741936,18.451612903225808,19.129032258064516
2021-02-28,52.5,23.214285714285715,24.785714285714285,20.0
2021-03-31,57.58064516129032,28.225806451612904,27.93186593825483,24.419354838709676
