date,pm25,pm10,o3,no2
2014-05-31,40.93333333333333,29.4,27.833333333333332,19.233333333333334
2014-06-30,34.766666666666666,27.49404066444912,23.466666666666665,16.933333333333334
2014-07-31,48.38709677419355,27.129032258064516,31.35483870967742,16.93548387096774
2014-08-31,35.516129032258064,20.359516914987765,32.17258221100116,17.838709677419356
2014-09-30,45.95363136470871,24.666666666666668,23.333333333333332,18.266666666666666
2014-10-31,38.037407086290244,18.989253682305737,18.115048639272832,14.673040924239114
2014-11-30,45.233333333333334,24.366666666666667,14.133333333333333,15.4
2014-12-31,28.410316249046254,12.84440513870037,21.379185508269277,12.328950236564435
2015-01-31,29.838709677419356,14.451612903225806,21.322580645161292,12.612903225806452
2015-02-28,32.714285714285715,19.321428571428573,24.5,14.035714285714286
2015-03-31,37.903225806451616,25.322580645161292,25.967741935483872,16.40383414551033
2015-04-30,26.366666666666667,23.233333333333334,28.766666666666666,15.1
2015-05-31,26.806451612903224,19.193548387096776,30.838709677419356,13.32258064516129
2015-06-30,27.333333333333332,18.366666666666667,28.733333333333334,11.933333333333334
2015-07-31,28.548387096774192,18.06451612903226,27.870967741935484,11.806451612903226
2015-08-31,33.483870967741936,22.677419354838708,29.774193548387096,17.35483870967742
2015-09-30,30.1,15.8,23.133333333333333,14.4
2015-10-31,27.953927250395974,19.13643547182778,19.710178152544696,17.93266336840701
2015-11-30,26.660583399952735,14.492623310341777,20.2936990026344,12.764862476021376
2015-12-31,20.766666666666666,13.870857377056101,21.729579854249476,12.848996367790985
2016-01-31,40.09961930710243,12.45854784742929,15.466941389704596,12.375444344605647
2016-02-29,26.93103448275862,8.689655172413794,21.724137931034484,7.379310344827586
2016-03-31,36.67741935483871,16.903225806451612,23.677419354838708,8.806451612903226
2016-04-30,29.0,15.866666666666667,29.466666666666665,9.7
2016-05-31,35.83870967741935,16.225806451612904,34.516129032258064,9.0
2016-06-30,35.86666666666667,12.466666666666667,30.333333333333332,6.466666666666667
2016-07-31,32.67741935483871,10.516129032258064,25.774193548387096,5.0
2016-08-31,26.774193548387096,11.129032258064516,25.032258064516128,5.032258064516129
2016-09-30,26.533333333333335,12.05348786844723,21.730389944022374,6.017985228678953
2016-10-31,29.741935483870968,12.387096774193548,19.129032258064516,6.258064516129032
2016-11-30,32.2,10.566666666666666,18.6,7.666666666666667
2016-12-31,22.225806451612904,10.290322580645162,21.774193548387096,8.612903225806452
2017-01-31,28.12424690140243,13.338885296948574,22.477340467878577,12.541072024752877
2017-02-28,33.035714285714285,18.251387925474166,24.678571428571427,14.857142857142858
2017-03-31,26.870967741935484,19.870967741935484,28.548387096774192,11.129032258064516
2017-04-30,25.933333333333334,20.1,30.0,12.066666666666666
2017-05-31,30.580645161290324,24.806451612903224,30.903225806451612,13.516129032258064
2017-06-30,28.9,19.9,27.1,12.8
