date,pm25,pm10,o3,no2
2013-12-31,59.94117423879125,30.97048602498947,25.463295162699502,30.0
2014-01-31,53.42562031634831,25.559492264605954,22.40064144814635,31.009593208112886
2014-02-28,48.415358466958764,21.428571428571427,18.071428571428573,28.214285714285715
2014-03-31,67.01000812610859,34.08192828468402,20.967741935483872,32.38709677419355
2014-04-30,66.34221825978337,34.24120145532572,23.4,30.6
2014-05-31,50.66226225203245,24.387096774193548,25.774193548387096,29.129032258064516
2014-06-30,46.017358709626684,22.266666666666666,30.3,24.564695148473326
2014-07-31,47.182698110394895,24.35483870967742,37.180912631241824,27.774193548387096
2014-08-31,41.26881913245925,18.967741935483872,29.225806451612904,25.93548387096774
2014-09-30,58.913963436169446,30.1,27.598803849193878,30.280837878674067
2014-10-31,54.16398790739202,24.4975594946676,19.64516129032258,28.677419354838708
2014-11-30,69.5,29.8,10.575551259521715,27.133333333333333
2014-12-31,55.8966781626392,25.03448275862069,19.551724137931036,24.586206896551722
2015-01-31,56.10452342628296,22.870967741935484,21.548387096774192,26.677419354838708
2015-02-28,63.857312021123924,27.697054375077208,21.321428571428573,29.321428571428573
2015-03-31,63.40207677380424,29.566636626058582,25.93548387096774,25.419354838709676
2015-04-30,47.8188612026486,21.366666666666667,32.93333333333333,27.033333333333335
2015-05-31,37.58721827423705,16.516129032258064,33.806451612903224,22.838709677419356
2015-06-30,51.51987387473902,22.333333333333332,34.6710926234345,24.266666666666666
2015-07-31,49.07397940713446,22.975551643969286,32.58056573971006,20.747220746943952
2015-08-31,58.70967741935484,26.129032258064516,33.903225806451616,24.419354838709676
2015-09-30,52.233333333333334,24.466666666666665,24.9,25.7
2015-10-31,84.54031139339335,34.903225806451616,15.416463574033024,27.06451612903226
2015-11-30,62.9,25.533333333333335,21.0,23.233333333333334
2015-12-31,65.63333333333334,27.99131026387167,19.91919721859117,21.756926010533466
2016-01-31,63.956672242406476,27.899962074414564,18.806451612903224,24.516129032258064
2016-02-29,63.172413793103445,26.137931034482758,22.103448275862068,26.620689655172413
2016-03-31,69.93548387096774,27.35483870967742,24.774193548387096,27.64516129032258
2016-04-30,58.733333333333334,23.866666666666667,30.133333333333333,25.866666666666667
2016-05-31,69.16129032258064,28.29032258064516,36.45161290322581,24.774193548387096
2016-06-30,66.46666666666667,26.4,28.833333333333332,22.166666666666668
2016-07-31,57.03225806451613,22.322580645161292,28.24478469152959,21.580645161290324
2016-08-31,56.645161290322584,24.129032258064516,26.70276581870637,22.516129032258064
2016-09-30,66.13333333333334,29.2,27.9,30.0
2016-10-31,67.0,28.0,14.741935483870968,24.29032258064516
2016-11-30,65.12862217488765,25.466666666666665,13.86104608051632,26.366666666666667
2016-12-31,87.70967741935483,35.95558612847131,12.33467646424155,27.29032258064516
2017-01-31,76.20457567901727,32.774193548387096,14.451612903225806,30.322580645161292
2017-02-28,75.64466112425025,31.22496043176319,18.142857142857142,24.107142857142858
2017-03-31,64.93548387096774,27.741935483870968,26.191698680734792,27.870967741935484
2017-04-30,57.6,24.4,32.46442109214109,24.733333333333334
2017-05-31,63.03225806451613,23.161290322580644,34.354838709677416,24.774193548387096
2017-06-30,57.10526315789474,22.51610980482014,33.47191799627786,21.640932596596528
2017-07-31,57.12804740500179,22.34714173746488,31.43624717141277,21.586407834119775
2017-08-31,57.150831652108835,22.178173670109622,29.400576346547677,21.531883071643023
2017-09-30,57.17361589921588,22.009205602754363,27.364905521682587,21.47735830916627
2017-10-31,57.19640014632293,21.84023753539911,25.329234696817494,21.422833546689517
2017-11-30,57.21918439342998,21.67126946804385,23.293563871952404,21.368308784212765
2017-12-31,57.241968640537024,21.50230140068859,21.257893047087315,21.313784021736012
2018-01-31,57.26475288764407,21.333333333333332,19.22222222222222,21.25925925925926
2018-02-28,71.60302352064824,29.821428571428573,21.214285714285715,24.428571428571427
2018-03-31,72.23175025885905,28.592666893818947,25.0,24.483870967741936
2018-04-30,77.03333333333333,31.95207458983408,32.46666666666667,25.466666666666665
2018-05-31,76.61290322580645,33.8395175449021,44.38709677419355,26.258064516129032
2018-06-30,61.0,24.766666666666666,32.46666666666667,19.333333333333332
2018-07-31,54.806451612903224,25.419354838709676,35.22126804140796,21.838709677419356
2018-08-31,46.516129032258064,20.70967741935484,28.390839147597436,19.838709677419356
2018-09-30,49.333333333333336,22.7,26.233333333333334,24.033333333333335
2018-10-31,54.41935483870968,25.096774193548388,20.70967741935484,25.225806451612904
2018-11-30,69.76666666666667,25.533333333333335,11.118175150476304,21.866666666666667
2018-12-31,58.30148619309556,23.047490142400648,19.225971659532796,20.76864594318335
2019-01-31,59.16129032258065,24.0,19.258064516129032,22.161290322580644
2019-02-28,75.67857142857143,30.857142857142858,17.321428571428573,26.785714285714285
2019-03-31,60.096774193548384,24.612903225806452,28.903225806451612,19.322580645161292
2019-04-30,67.4,27.1,36.266666666666666,22.033333333333335
2019-05-31,51.45161290322581,20.032258064516128,31.483870967741936,16.838709677419356
2019-06-30,51.1,20.7,33.1287598457363,19.6
2019-07-31,48.45161290322581,20.70967741935484,27.934328940396206,17.451612903225808
2019-08-31,52.935483870967744,21.387096774193548,29.995689213695204,18.516129032258064
2019-09-30,37.96666666666667,18.566666666666666,22.833333333333332,17.266666666666666
2019-10-31,42.96774193548387,18.193548387096776,17.741935483870968,20.06451612903226
2019-11-30,55.233333333333334,20.366666666666667,12.8,23.3
2019-12-31,48.85620109275116,20.14124966108676,17.57904903274213,19.95482997289389
2020-01-31,52.6536172080677,21.677419354838708,18.081181705066683,19.161290322580644
2020-02-29,44.689655172413794,22.17241379310345,26.344827586206897,14.862068965517242
2020-03-31,49.283500380805066,22.389070354428192,28.057110495708287,16.24918566580621
2020-04-30,51.7,26.733333333333334,34.766666666666666,16.133333333333333
2020-05-31,44.83870967741935,22.419354838709676,34.03225806451613,15.096774193548388
