,UTC-DateTime,NL.ISO,NL.Amsterdam.CO.concentration,NL.Amsterdam.CO.aqi,NL.Amsterdam.NO2.concentration,NL.Amsterdam.NO2.aqi,NL.Amsterdam.O3.concentration,NL.Amsterdam.O3.aqi,NL.Amsterdam.SO2.concentration,NL.Amsterdam.SO2.aqi,NL.Amsterdam.PM2.5.concentration,NL.Amsterdam.PM2.5.aqi,NL.Amsterdam.PM10.concentration,NL.Amsterdam.PM10.aqi,NL.Amsterdam.overall_aqi,NL.Rotterdam.CO.concentration,NL.Rotterdam.CO.aqi,NL.Rotterdam.NO2.concentration,NL.Rotterdam.NO2.aqi,NL.Rotterdam.O3.concentration,NL.Rotterdam.O3.aqi,NL.Rotterdam.SO2.concentration,NL.Rotterdam.SO2.aqi,NL.Rotterdam.PM2.5.concentration,NL.Rotterdam.PM2.5.aqi,NL.Rotterdam.PM10.concentration,NL.Rotterdam.PM10.aqi,NL.Rotterdam.overall_aqi,NL.Utrecht.CO.concentration,NL.Utrecht.CO.aqi,NL.Utrecht.NO2.concentration,NL.Utrecht.NO2.aqi,NL.Utrecht.O3.concentration,NL.Utrecht.O3.aqi,NL.Utrecht.SO2.concentration,NL.Utrecht.SO2.aqi,NL.Utrecht.PM2.5.concentration,NL.Utrecht.PM2.5.aqi,NL.Utrecht.PM10.concentration,NL.Utrecht.PM10.aqi,NL.Utrecht.overall_aqi,UK.ISO,UK.London.CO.concentration,UK.London.CO.aqi,UK.London.NO2.concentration,UK.London.NO2.aqi,UK.London.O3.concentration,UK.London.O3.aqi,UK.London.SO2.concentration,UK.London.SO2.aqi,UK.London.PM2.5.concentration,UK.London.PM2.5.aqi,UK.London.PM10.concentration,UK.London.PM10.aqi,UK.London.overall_aqi,UK.Manchester.CO.concentration,UK.Manchester.CO.aqi,UK.Manchester.NO2.concentration,UK.Manchester.NO2.aqi,UK.Manchester.O3.concentration,UK.Manchester.O3.aqi,UK.Manchester.SO2.concentration,UK.Manchester.SO2.aqi,UK.Manchester.PM2.5.concentration,UK.Manchester.PM2.5.aqi,UK.Manchester.PM10.concentration,UK.Manchester.PM10.aqi,UK.Manchester.overall_aqi,UK.Birmingham.CO.concentration,UK.Birmingham.CO.aqi,UK.Birmingham.NO2.concentration,UK.Birmingham.NO2.aqi,UK.Birmingham.O3.concentration,UK.Birmingham.O3.aqi,UK.Birmingham.SO2.concentration,UK.Birmingham.SO2.aqi,UK.Birmingham.PM2.5.concentration,UK.Birmingham.PM2.5.aqi,UK.Birmingham.PM10.concentration,UK.Birmingham.PM10.aqi,UK.Birmingham.overall_aqi,FR.ISO,FR.Paris.CO.concentration,FR.Paris.CO.aqi,FR.Paris.NO2.concentration,FR.Paris.NO2.aqi,FR.Paris.O3.concentration,FR.Paris.O3.aqi,FR.Paris.SO2.concentration,FR.Paris.SO2.aqi,FR.Paris.PM2.5.concentration,FR.Paris.PM2.5.aqi,FR.Paris.PM10.concentration,FR.Paris.PM10.aqi,FR.Paris.overall_aqi,FR.Lyon.CO.concentration,FR.Lyon.CO.aqi,FR.Lyon.NO2.concentration,FR.Lyon.NO2.aqi,FR.Lyon.O3.concentration,FR.Lyon.O3.aqi,FR.Lyon.SO2.concentration,FR.Lyon.SO2.aqi,FR.Lyon.PM2.5.concentration,FR.Lyon.PM2.5.aqi,FR.Lyon.PM10.concentration,FR.Lyon.PM10.aqi,FR.Lyon.overall_aqi,FR.Marseille.CO.concentration,FR.Marseille.CO.aqi,FR.Marseille.NO2.concentration,FR.Marseille.NO2.aqi,FR.Marseille.O3.concentration,FR.Marseille.O3.aqi,FR.Marseille.SO2.concentration,FR.Marseille.SO2.aqi,FR.Marseille.PM2.5.concentration,FR.Marseille.PM2.5.aqi,FR.Marseille.PM10.concentration,FR.Marseille.PM10.aqi,FR.Marseille.overall_aqi,BE.ISO,BE.Brussel.CO.concentration,BE.Brussel.CO.aqi,BE.Brussel.NO2.concentration,BE.Brussel.NO2.aqi,BE.Brussel.O3.concentration,BE.Brussel.O3.aqi,BE.Brussel.SO2.concentration,BE.Brussel.SO2.aqi,BE.Brussel.PM2.5.concentration,BE.Brussel.PM2.5.aqi,BE.Brussel.PM10.concentration,BE.Brussel.PM10.aqi,BE.Brussel.overall_aqi,BE.Antwerp.CO.concentration,BE.Antwerp.CO.aqi,BE.Antwerp.NO2.concentration,BE.Antwerp.NO2.aqi,BE.Antwerp.O3.concentration,BE.Antwerp.O3.aqi,BE.Antwerp.SO2.concentration,BE.Antwerp.SO2.aqi,BE.Antwerp.PM2.5.concentration,BE.Antwerp.PM2.5.aqi,BE.Antwerp.PM10.concentration,BE.Antwerp.PM10.aqi,BE.Antwerp.overall_aqi,BE.Ghent.CO.concentration,BE.Ghent.CO.aqi,BE.Ghent.NO2.concentration,BE.Ghent.NO2.aqi,BE.Ghent.O3.concentration,BE.Ghent.O3.aqi,BE.Ghent.SO2.concentration,BE.Ghent.SO2.aqi,BE.Ghent.PM2.5.concentration,BE.Ghent.PM2.5.aqi,BE.Ghent.PM10.concentration,BE.Ghent.PM10.aqi,BE.Ghent.overall_aqi,FI.ISO,FI.Helsinki.CO.concentration,FI.Helsinki.CO.aqi,FI.Helsinki.NO2.concentration,FI.Helsinki.NO2.aqi,FI.Helsinki.O3.concentration,FI.Helsinki.O3.aqi,FI.Helsinki.SO2.concentration,FI.Helsinki.SO2.aqi,FI.Helsinki.PM2.5.concentration,FI.Helsinki.PM2.5.aqi,FI.Helsinki.PM10.concentration,FI.Helsinki.PM10.aqi,FI.Helsinki.overall_aqi,FI.Tempere.CO.concentration,FI.Tempere.CO.aqi,FI.Tempere.NO2.concentration,FI.Tempere.NO2.aqi,FI.Tempere.O3.concentration,FI.Tempere.O3.aqi,FI.Tempere.SO2.concentration,FI.Tempere.SO2.aqi,FI.Tempere.PM2.5.concentration,FI.Tempere.PM2.5.aqi,FI.Tempere.PM10.concentration,FI.Tempere.PM10.aqi,FI.Tempere.overall_aqi,FI.Oulu.CO.concentration,FI.Oulu.CO.aqi,FI.Oulu.NO2.concentration,FI.Oulu.NO2.aqi,FI.Oulu.O3.concentration,FI.Oulu.O3.aqi,FI.Oulu.SO2.concentration,FI.Oulu.SO2.aqi,FI.Oulu.PM2.5.concentration,FI.Oulu.PM2.5.aqi,FI.Oulu.PM10.concentration,FI.Oulu.PM10.aqi,FI.Oulu.overall_aqi
0,2023-10-17 17:20,NL,253.68,2,16.45,20,63.66,64,1.31,1,3.23,10,4.63,4,64,260.35,2,18.85,23,56.51,47,2.15,3,3.45,11,4.81,4,47,257.02,2,14.74,18,63.66,64,1.18,1,4.29,13,5.44,5,64,UK,277.04,3,25.36,31,56.51,47,9.3,13,4.12,13,7.38,6,47,233.65,2,10.88,13,69.38,82,2.89,4,1.42,4,3.85,3,82,243.66,2,11.14,13,63.66,64,3.01,4,2.66,8,4.64,4,64,FR,347.14,3,19.54,24,47.92,40,3.07,4,12.34,40,14.32,13,40,263.69,2,9,11,68.67,80,1.8,2,2.71,8,3.53,3,80,260.35,2,7.03,8,72.24,91,2.09,3,3.58,11,7.35,6,91,BE,270.37,3,18.51,23,57.94,49,6.02,8,2.75,8,4.47,4,49,280.38,3,15.77,19,62.94,62,5.01,7,3.92,12,5.95,5,62,280.38,3,24.68,30,50.78,43,9.66,14,4.41,14,6.23,5,43,FI,507.36,5,23.99,29,15.91,13,4.59,6,11.96,38,17.41,16,38,220.3,2,4.58,5,70.81,86,0.66,0,1.58,5,2.37,2,86,267.03,3,2.7,3,36.12,30,0.24,0,0.93,3,1.46,1,30
0,2023-10-17 18:20,NL,253.68,2,16.97,21,60.8,55,1.37,2,3.17,10,4.64,4,55,263.69,2,19.19,23,55.79,47,1.91,2,4.17,13,5.62,5,47,257.02,2,15.25,19,62.23,60,1.24,1,4.12,13,5.28,4,60,UK,280.38,3,25.71,32,55.79,47,9.78,14,4.36,14,7.51,6,47,233.65,2,10.8,13,70.81,86,3.01,4,1.69,5,4.34,4,86,250.34,2,11.82,14,60.8,55,3.16,4,2.76,8,4.96,4,55,FR,370.5,4,20.56,25,43.27,36,3.4,5,12.01,38,14.09,13,38,280.38,3,9.94,12,65.09,69,2.03,2,3.38,10,4.28,3,69,267.03,3,7.45,9,72.96,93,2.21,3,4.07,13,7.84,7,93,BE,273.71,3,18.68,23,57.22,48,6.2,9,2.78,9,4.47,4,48,277.04,3,15.77,19,62.23,60,5.31,7,3.81,12,5.82,5,60,280.38,3,25.36,31,49.35,41,9.89,14,4.4,14,6.17,5,41,FI,634.19,7,26.39,32,10.73,9,7.03,10,18.03,55,25.34,23,55,223.64,2,5.1,6,67.95,77,0.72,1,1.7,5,2.56,2,77,260.35,2,1.69,2,39.7,33,0.21,0,0.82,2,1.36,1,33
0,2023-10-17 21:24,NL,260.35,2,14.91,18,55.79,47,1.36,2,4.53,14,5.97,5,47,263.69,2,15.94,19,54.36,46,3.31,4,5.4,17,6.89,6,46,260.35,2,12.68,15,57.22,48,1.21,1,4.43,14,5.69,5,48,UK,280.38,3,23.31,29,50.78,43,9.89,14,8.35,27,11.3,10,43,226.97,2,6.94,8,77.96,107,2.35,3,1.53,4,3.48,3,107,250.34,2,11.82,14,62.23,60,3.64,5,5.85,18,8.77,8,60,FR,367.17,4,18.51,23,45.78,38,3.16,4,11.1,36,13.04,12,38,263.69,2,7.03,8,67.23,75,1.59,2,2.65,8,3.22,2,75,263.69,2,5.44,6,80.11,112,1.94,2,4.31,13,7.35,6,112,BE,290.39,3,18.17,22,53.64,45,4.83,7,4.77,15,6.64,6,45,287.06,3,19.88,24,50.78,43,7.75,11,6.15,19,8.18,7,43,283.72,3,23.65,29,47.92,40,8.46,12,5.09,16,6.74,6,40,FI,1188.28,13,30.16,37,0.02,0,14.78,21,49.51,118,58.99,52,118,247,2,6,7,62.94,62,0.94,1,2.32,7,3.13,2,62,250.34,2,0.55,0,51.5,43,0.12,0,0.5,1,0.9,0,43
0,2023-10-17 22:25,NL,260.35,2,13.02,16,55.08,46,1.3,1,4.9,15,6.35,5,46,260.35,2,14.74,18,52.93,44,3.79,5,5.52,17,7.05,6,44,257.02,2,11.48,14,55.79,47,1.42,2,4.76,15,6.09,5,47,UK,283.72,3,22.96,28,47.21,40,9.78,14,9.44,30,12.36,11,40,226.97,2,6.43,8,77.25,105,2.21,3,1.57,5,3.74,3,105,253.68,2,11.31,14,60.8,55,3.67,5,8.2,26,11.05,10,55,FR,327.11,3,14.57,18,52.93,44,2.74,4,9.53,30,10.91,10,44,240.33,2,4.8,6,70.1,84,1.21,1,1.88,6,2.29,2,84,257.02,2,4.46,5,82.25,118,1.73,2,3.95,12,6.64,6,118,BE,290.39,3,16.62,20,53.64,45,3.87,5,5.6,18,7.45,6,45,287.06,3,20.39,25,47.92,40,7.99,11,6.68,21,8.67,8,40,287.06,3,22.28,27,47.92,40,7.09,10,5.75,18,7.46,6,40,FI,894.55,10,28.1,35,0.16,0,7.27,10,33.75,86,40.64,37,86,240.33,2,5.31,6,63.66,64,0.83,1,2.06,6,2.74,2,64,247,2,0.34,0,54.36,46,0.11,0,0.5,1,0.86,0,46
0,2023-10-17 23:25,NL,260.35,2,11.65,14,53.64,45,1.34,1,5.26,17,6.75,6,45,263.69,2,14.22,17,50.07,42,3.79,5,5.96,19,7.57,7,42,260.35,2,10.88,13,53.64,45,1.68,2,5.21,16,6.7,6,45,UK,280.38,3,21.25,26,46.49,39,8.94,13,9.88,32,12.67,11,39,230.31,2,6.08,7,74.39,98,2.09,3,1.73,5,3.91,3,98,260.35,2,10.37,12,59.37,51,3.67,5,10.58,34,13.4,12,51,FR,290.39,3,10.88,13,57.22,48,2.33,3,7.94,25,8.83,8,48,233.65,2,4.11,5,70.1,84,1.09,1,1.77,5,2.15,1,84,250.34,2,3.73,4,83.69,121,1.59,2,3.6,11,5.81,5,121,BE,290.39,3,14.74,18,52.93,44,3.19,4,6.67,21,8.48,7,44,287.06,3,20.22,25,45.78,38,7.51,11,7.1,23,9.09,8,38,290.39,3,20.22,25,48.64,41,5.78,8,6.34,20,8.11,7,41,FI,494,5,25.71,32,2.17,1,4.95,7,13.42,43,17.82,16,43,233.65,2,4.2,5,65.8,71,0.73,1,1.71,5,2.22,2,71,247,2,0.24,0,55.79,47,0.1,0,0.5,1,0.84,0,47
0,2023-10-18 00:25,NL,260.35,2,10.97,13,52.21,44,1.49,2,5.95,19,7.52,6,44,267.03,3,14.74,18,46.49,39,3.82,5,6.67,21,8.38,7,39,260.35,2,10.11,12,52.21,44,1.91,2,5.69,18,7.28,6,44,UK,280.38,3,19.02,23,47.92,40,8.35,12,10.07,32,12.63,11,40,233.65,2,6.08,7,70.1,84,2.18,3,2.52,8,4.92,4,84,267.03,3,9.34,11,57.94,49,3.87,5,11.94,38,14.78,13,49,FR,280.38,3,9.94,12,56.51,47,2.27,3,7.47,24,8.19,7,47,233.65,2,3.94,4,68.67,80,1.06,1,1.91,6,2.37,2,80,247,2,3.04,3,84.4,123,1.48,2,3.34,10,5.15,4,123,BE,290.39,3,13.71,17,50.78,43,2.8,4,7.66,24,9.42,8,43,287.06,3,19.54,24,44.35,37,6.97,10,7.47,24,9.42,8,37,290.39,3,18.34,22,48.64,41,5.01,7,7.23,23,9.03,8,41,FI,370.5,4,20.56,25,11.27,9,4.41,6,6.96,22,9.67,8,25,223.64,2,3.34,4,66.52,73,0.69,1,1.54,5,1.97,1,73,247,2,0.19,0,57.22,48,0.1,0,0.5,1,0.82,0,48
0,2023-10-18 01:26,NL,260.35,2,10.54,13,51.5,43,1.68,2,6.74,21,8.31,7,43,270.37,3,15.77,19,43.27,36,3.99,5,7.53,24,9.34,8,36,257.02,2,9.25,11,52.21,44,2.12,3,6.06,19,7.68,7,44,UK,280.38,3,16.97,21,48.64,41,7.75,11,10.66,34,12.96,12,41,236.99,2,6.26,7,65.09,69,2.41,3,4.73,15,7.29,6,69,267.03,3,8.23,10,58.65,49,4.05,5,11.48,37,14.15,13,49,FR,280.38,3,10.11,12,54.36,46,2.38,3,7.62,24,8.47,7,46,233.65,2,3.81,4,67.95,77,1.07,1,1.94,6,2.41,2,77,243.66,2,2.7,3,85.12,125,1.46,2,3.32,10,4.92,4,125,BE,287.06,3,12.85,16,49.35,41,2.44,3,8.2,26,9.9,9,41,287.06,3,18.85,23,43.27,36,6.56,9,7.6,24,9.47,8,36,290.39,3,17.31,21,47.92,40,4.53,6,8.06,26,9.87,9,40,FI,337.12,3,16.79,20,17.52,14,4.47,6,5.22,16,7.53,6,20,223.64,2,3,3,66.52,73,0.69,1,1.65,5,2.09,1,73,247,2,0.15,0,60.8,55,0.11,0,0.5,1,0.78,0,55
0,2023-10-18 02:26,NL,260.35,2,10.03,12,50.78,43,1.83,2,7.25,23,8.85,8,43,273.71,3,16.11,20,41.84,35,4.05,5,7.99,25,9.85,9,35,257.02,2,9,11,50.78,43,2.3,3,6.51,21,8.15,7,43,UK,280.38,3,16.11,20,47.21,40,7.45,10,11.45,37,13.36,12,40,240.33,2,6.51,8,61.51,57,2.8,4,6.49,21,8.98,8,57,263.69,2,7.63,9,57.94,49,4.05,5,10.94,35,13.54,12,49,FR,287.06,3,10.88,13,51.5,43,2.56,3,8.18,26,9.29,8,43,230.31,2,3.43,4,69.38,82,1.03,1,1.79,5,2.19,2,82,247,2,2.57,3,85.83,127,1.51,2,3.46,11,4.86,4,127,BE,283.72,3,11.82,14,48.64,41,2.15,3,8.3,26,9.92,9,41,283.72,3,17.99,22,42.92,36,6.26,9,7.53,24,9.33,8,36,290.39,3,16.62,20,46.49,39,4.17,6,8.5,27,10.3,9,39,FI,333.79,3,16.11,20,18.06,15,4.47,6,5.09,16,7.49,6,20,223.64,2,2.83,3,67.23,75,0.67,0,1.67,5,2.13,1,75,243.66,2,0.14,0,63.66,64,0.11,0,0.5,1,0.75,0,64
0,2023-10-18 07:19,NL,280.38,3,24.68,30,27.18,23,2.33,3,9.88,32,11.68,10,32,287.06,3,26.73,33,31.11,26,4.29,6,7.85,25,9.97,9,33,280.38,3,21.94,27,31.83,26,2.83,4,9.96,32,11.82,10,32,UK,290.39,3,25.02,31,31.83,26,9.42,13,13.18,42,14.58,13,42,250.34,2,11.48,14,52.93,44,4.05,5,8.03,26,11.27,10,44,270.37,3,13.88,17,45.42,38,4.53,6,12.9,41,14.63,13,41,FR,453.95,5,37.01,46,22.89,19,5.9,8,11.76,38,14.02,12,46,250.34,2,7.54,9,66.52,73,1.46,2,2.04,6,2.46,2,73,260.35,2,4.33,5,80.82,114,1.49,2,2.88,9,3.24,3,114,BE,290.39,3,21.42,26,37.91,32,2.74,4,7.13,23,8.54,7,32,277.04,3,21.25,26,39.7,33,5.9,8,7.25,23,8.7,8,33,287.06,3,21.59,26,39.7,33,4.23,6,7.66,24,8.81,8,33,FI,447.27,5,19.19,23,11.44,9,5.66,8,10.11,32,14.1,13,32,220.3,2,4.24,5,68.67,80,0.58,0,1.13,3,1.52,1,80,247,2,0.8,1,59.37,51,0.14,0,0.5,1,0.79,0,51
0,2023-10-18 08:20,NL,283.72,3,23.99,29,27.54,23,2.41,3,10.65,34,12.5,11,34,290.39,3,27.08,33,30.76,26,4.65,6,8.07,26,10.28,9,33,283.72,3,22.28,27,31.11,26,3.04,4,10.67,34,12.65,11,34,UK,290.39,3,26.05,32,30.4,25,9.66,14,12.28,39,13.66,12,39,253.68,2,13.54,16,47.92,40,4.23,6,9.22,29,13.39,12,40,270.37,3,14.57,18,44.35,37,4.29,6,12.15,39,13.72,12,39,FR,447.27,5,34.27,42,25.39,21,6.26,9,10.91,35,13.32,12,42,247,2,6.6,8,67.23,75,1.39,2,1.83,5,2.19,2,75,257.02,2,4.37,5,80.11,112,1.52,2,2.9,9,3.31,3,112,BE,290.39,3,21.76,27,39.34,33,2.92,4,7.07,22,8.51,7,33,280.38,3,22.62,28,37.91,32,6.2,9,7.39,23,8.84,8,32,290.39,3,23.99,29,37.91,32,4.41,6,7.58,24,8.91,8,32,FI,420.57,4,16.79,20,15.02,12,5.84,8,8.66,28,12.73,11,28,220.3,2,4.84,6,67.23,75,0.66,0,1.11,3,1.51,1,75,247,2,0.75,0,62.23,60,0.14,0,0.5,1,0.73,0,60
0,2023-10-18 09:21,NL,290.39,3,20.91,26,28.61,24,2.71,3,14.35,46,16.48,15,46,287.06,3,24.33,30,31.83,26,4.53,6,10.71,34,12.99,12,34,283.72,3,19.54,24,30.76,26,3.13,4,14.1,45,16.32,15,45,UK,283.72,3,22.62,28,38.62,32,9.18,13,13.06,42,15.36,14,42,243.66,2,10.2,12,56.51,47,3.34,4,4.43,14,10.49,9,47,267.03,3,13.02,16,46.49,39,4.11,6,12.95,42,16.08,14,42,FR,440.6,5,33.59,41,23.6,20,6.26,9,10.68,34,12.27,11,41,236.99,2,5.01,6,65.8,71,1.27,1,1.77,5,2.1,1,71,253.68,2,4.41,5,76.53,103,1.64,2,2.86,9,3.47,3,103,BE,297.07,3,21.59,26,38.98,33,2.77,4,7.99,25,9.8,9,33,290.39,3,22.28,27,36.84,31,6.44,9,8.88,28,10.92,10,31,300.41,3,26.73,33,31.47,26,5.25,7,9.13,29,11.16,10,33,FI,333.79,3,12,15,28.97,24,5.01,7,4.12,13,6.65,6,24,220.3,2,3.47,4,67.95,77,0.63,0,1.41,4,1.74,1,77,240.33,2,0.44,0,70.1,84,0.14,0,0.5,1,0.86,0,84
0,2023-10-18 10:21,NL,287.06,3,17.14,21,34.33,29,2.89,4,13.64,44,15.76,14,44,293.73,3,23.31,29,35.76,30,5.31,7,10.94,35,13.4,12,35,283.72,3,17.48,21,34.69,29,3.52,5,13.48,43,15.71,14,43,UK,280.38,3,20.56,25,40.77,34,9.18,13,11.87,38,13.78,12,38,243.66,2,9.68,12,56.51,47,3.37,4,4.46,14,10.98,10,47,267.03,3,12.34,15,47.92,40,3.87,5,11.72,38,14.68,13,40,FR,383.85,4,26.05,32,33.26,28,5.48,8,7.42,24,8.81,8,32,226.97,2,3.6,4,69.38,82,1.06,1,1.51,4,1.78,1,82,250.34,2,3.77,4,77.25,105,1.49,2,2.73,8,3.53,3,105,BE,290.39,3,19.19,23,43.63,36,2.77,4,6.97,22,8.63,7,36,293.73,3,21.42,26,38.27,32,6.74,9,8.86,28,10.9,10,32,300.41,3,23.31,29,36.84,31,5.01,7,8.65,28,10.61,9,31,FI,290.39,3,8.4,10,37.91,32,3.4,5,2.02,6,3.5,3,32,213.62,2,2.01,2,70.81,86,0.47,0,1.12,3,1.37,1,86,240.33,2,0.4,0,72.96,93,0.14,0,0.5,1,0.83,0,93
0,2023-10-18 11:22,NL,287.06,3,15.94,19,37.91,32,3.13,4,12.81,41,14.9,13,41,303.75,3,24.33,30,36.84,31,5.9,8,11.14,36,13.78,12,36,283.72,3,17.14,21,37.55,31,3.87,5,12.65,41,14.93,13,41,UK,283.72,3,19.19,23,42.2,35,8.7,12,10.48,34,12.18,11,35,240.33,2,9.17,11,57.94,49,3.31,4,4.53,14,10.93,10,49,263.69,2,11.48,14,48.64,41,3.49,5,10.11,32,12.74,11,41,FR,343.8,3,21.25,26,40.77,34,4.83,7,5.72,18,7.02,6,34,226.97,2,3,3,71.53,89,0.95,1,1.62,5,1.92,1,89,250.34,2,3.77,4,75.82,102,1.43,2,2.84,9,3.88,3,102,BE,277.04,3,16.11,20,49.35,41,2.59,3,5.44,17,6.89,6,41,293.73,3,20.56,25,40.05,33,6.56,9,8.43,27,10.41,9,33,297.07,3,22.28,27,40.41,34,4.65,6,7.68,24,9.48,8,34,FI,280.38,3,7.03,8,41.49,35,2.86,4,1.52,4,2.78,2,35,206.95,2,1.13,1,71.53,89,0.32,0,0.92,2,1.16,1,89,240.33,2,0.43,0,75.1,100,0.14,0,0.5,1,0.76,0,100
0,2023-10-18 12:22,NL,283.72,3,15.77,19,41.13,34,3.4,5,11.98,38,14.09,13,38,310.42,3,25.36,31,37.19,31,6.14,9,11.42,37,14.15,13,37,287.06,3,17.82,22,40.77,34,4.17,6,12.27,39,14.64,13,39,UK,283.72,3,18.17,22,43.27,36,7.99,11,9.85,31,11.39,10,36,240.33,2,9,11,60.08,53,3.13,4,4.72,15,10.93,10,53,260.35,2,10.71,13,49.35,41,3.16,4,8.23,26,10.4,9,41,FR,323.77,3,18.34,22,45.78,38,4.41,6,4.8,15,6,5,38,223.64,2,2.74,3,72.96,93,0.9,1,1.81,5,2.33,2,93,247,2,3.9,4,75.1,100,1.39,2,3.11,10,4.72,4,100,BE,267.03,3,13.37,16,55.79,47,2.41,3,4.52,14,5.76,5,47,290.39,3,19.88,24,42.2,35,6.26,9,7.51,24,9.41,8,35,283.72,3,20.56,25,45.78,38,4.35,6,5.8,18,7.37,6,38,FI,273.71,3,6.43,8,42.2,35,2.59,3,1.33,4,2.54,2,35,203.61,2,0.77,0,72.24,91,0.25,0,0.9,2,1.26,1,91,243.66,2,0.47,0,75.1,100,0.14,0,0.5,1,0.69,0,100
0,2023-10-18 13:22,NL,280.38,3,16.62,20,46.49,39,3.87,5,11.45,37,13.58,12,39,313.76,3,26.39,32,37.19,31,6.32,9,11.86,38,14.56,13,38,287.06,3,19.19,23,45.06,38,4.65,6,11.98,38,14.44,13,38,UK,280.38,3,18.34,22,42.92,36,7.45,10,7.7,25,8.81,8,36,240.33,2,9.6,12,61.51,57,3.1,4,4.93,16,10.8,10,57,257.02,2,11.14,13,50.07,42,3.1,4,6.28,20,8.25,7,42,FR,307.08,3,17.82,22,47.92,40,4.11,6,4.23,13,5.23,4,40,223.64,2,2.74,3,74.39,98,0.86,1,2.06,6,3.3,3,98,243.66,2,3.81,4,75.1,100,1.34,1,3.65,11,7.11,6,100,BE,253.68,2,11.14,13,63.66,64,2.15,3,4.23,13,5.24,4,64,283.72,3,19.19,23,45.78,38,5.96,8,6.1,19,7.83,7,38,267.03,3,16.97,21,55.08,46,3.87,5,4.49,14,5.73,5,46,FI,270.37,3,5.91,7,41.49,35,2.27,3,1.16,3,2.35,2,35,201.94,2,0.68,0,73.67,95,0.25,0,1.11,3,1.84,1,95,243.66,2,0.51,0,73.67,95,0.14,0,0.5,1,0.65,0,95
0,2023-10-18 14:22,NL,277.04,3,18.17,22,50.07,42,4.17,6,11.42,37,13.55,12,42,313.76,3,27.08,33,38.98,33,6.44,9,12.48,40,15.09,13,40,287.06,3,20.39,25,47.92,40,5.01,7,11.91,38,14.38,13,40,UK,270.37,3,16.62,20,45.06,38,6.8,10,5.65,18,6.22,5,38,240.33,2,10.97,13,60.08,53,3.22,4,5.18,16,10.17,9,53,253.68,2,12.51,15,49.35,41,3.22,4,5.69,18,7.44,6,41,FR,303.75,3,17.65,22,48.64,41,3.82,5,4.04,13,4.94,4,41,223.64,2,3.51,4,73.67,95,0.93,1,2.55,8,5.28,4,95,236.99,2,3.6,4,75.82,102,1.28,1,3.8,12,8.63,7,102,BE,247,2,11.14,13,65.09,69,2.12,3,4.12,13,5.03,4,69,280.38,3,19.19,23,48.64,41,5.66,8,5.54,17,7.19,6,41,257.02,2,15.08,18,60.8,55,3.49,5,4.2,13,5.22,4,55,FI,270.37,3,5.83,7,40.77,34,2.12,3,1.14,3,2.37,2,34,201.94,2,0.89,1,74.39,98,0.29,0,1.21,3,2.27,2,98,247,2,0.63,0,70.81,86,0.14,0,0.5,1,0.65,0,86
0,2023-10-18 15:22,NL,277.04,3,20.91,26,49.35,41,4.17,6,11.38,36,13.44,12,41,310.42,3,27.76,34,42.2,35,6.32,9,12.84,41,15.29,14,41,287.06,3,21.94,27,49.35,41,5.31,7,10.85,35,13.23,12,41,UK,260.35,2,15.42,19,47.21,40,5.96,8,5.04,16,5.33,4,40,243.66,2,13.54,16,57.22,48,3.31,4,5.59,18,10.56,9,48,257.02,2,14.74,18,47.92,40,3.34,4,5.72,18,7.28,6,40,FR,287.06,3,15.25,19,48.64,41,2.83,4,3.27,10,4.09,3,41,223.64,2,4.58,5,73.67,95,0.98,1,3.22,10,7.16,6,95,233.65,2,3.56,4,77.25,105,1.24,1,3.95,12,9.02,8,105,BE,247,2,12.34,15,62.94,62,2.18,3,4.12,13,4.99,4,62,277.04,3,19.54,24,50.07,42,5.31,7,5.61,18,7.19,6,42,253.68,2,14.74,18,61.51,57,3.22,4,3.91,12,4.82,4,57,FI,273.71,3,5.74,7,40.77,34,1.94,2,1.11,3,2.33,2,34,203.61,2,1.26,1,73.67,95,0.35,0,1.33,4,2.82,2,95,247,2,0.73,0,68.67,80,0.16,0,0.5,1,0.66,0,80
0,2023-10-18 16:23,NL,273.71,3,22.96,28,49.35,41,3.99,5,10.79,35,12.75,11,41,307.08,3,28.79,35,43.27,36,6.38,9,12.28,39,14.67,13,39,280.38,3,22.96,28,50.78,43,5.66,8,9.52,30,11.74,10,43,UK,253.68,2,16.11,20,46.49,39,5.36,7,4.03,13,4.19,3,39,247,2,16.62,20,52.93,44,3.46,5,6.16,20,12.07,11,44,260.35,2,16.62,20,46.49,39,3.31,4,5.32,17,6.29,5,39,FR,263.69,2,12,15,47.92,40,1.83,2,2.47,8,3.26,3,40,230.31,2,5.57,6,73.67,95,1.06,1,3.49,11,6.21,5,95,233.65,2,4.07,5,77.25,105,1.27,1,4.57,14,10.47,9,105,BE,250.34,2,14.22,17,60.08,53,2.35,3,4.28,13,4.99,4,53,277.04,3,19.88,24,51.5,43,5.07,7,5.75,18,7.02,6,43,253.68,2,15.94,19,58.65,49,3.25,4,3.96,12,4.61,4,49,FI,280.38,3,5.83,7,41.84,35,1.94,2,1.29,4,2.58,2,35,205.28,2,1.67,2,72.96,93,0.41,0,1.3,4,2.42,2,93,250.34,2,0.68,0,67.95,77,0.17,0,0.5,1,0.68,0,77
